treatment,tree_id,deploy,metabolite,hfa,site_num,tree_num,decomp_day,well_id,time,od_corrected
AB,HOK,SEK ,SEK,A,1,1,3,2H,960,0.994
P,HOK,HOK ,SEK,A,1,1,3,3A,960,0.681
AB,HOK,HOK ,SEK,A,1,1,3,3B,960,0.44
P,SEK,HOK ,SEK,H,1,1,3,3C,960,1.532
AB,SEK,HOK ,SEK,H,1,1,3,3D,960,0.168
P,SEK,SEK ,SEK,H,1,1,3,3E,960,0.787
AB,SEK,SEK ,SEK,H,1,1,3,3F,960,0.336
P,HOK,SEK ,SEK,A,1,1,3,3G,960,0.772
AB,HOK,SEK ,SEK,A,1,1,3,3H,960,0.469
P,HOK,HOK ,SEK,A,1,1,3,4A,960,0.685
AB,HOK,HOK ,SEK,A,1,1,3,4B,960,0.73
P,SEK,HOK ,SEK,H,1,1,3,4C,960,0.51
AB,SEK,HOK ,SEK,H,1,1,3,4D,960,0.359
P,SEK,SEK ,SEK,H,1,1,3,4E,960,0.762
AB,SEK,SEK ,SEK,H,1,1,3,4F,960,0.809
P,HOK,SEK ,SEK,A,1,1,3,4G,960,1.836
AB,HOK,SEK ,SEK,A,1,1,3,4H,960,1.118
P,HOK,HOK ,SEK,A,1,1,3,5A,960,0.578
AB,HOK,HOK ,SEK,A,1,1,3,5B,960,0.605
P,SEK,HOK ,SEK,H,1,1,3,5C,960,0.494
AB,SEK,HOK ,SEK,H,1,1,3,5D,960,0.466
P,SEK,SEK ,SEK,H,1,1,3,5E,960,1.553
AB,SEK,SEK ,SEK,H,1,1,3,5F,960,0.318
P,HOK,SEK ,SEK,A,1,1,3,5G,960,0.585
AB,HOK,SEK ,SEK,A,1,1,3,5H,960,0.413
P,HOK,HOK ,HOK,H,1,5,3,6A,960,0.551
AB,HOK,HOK ,HOK,H,1,5,3,6B,960,1.137
P,SEK,HOK ,HOK,A,1,5,3,6C,960,0.371
AB,SEK,HOK ,HOK,A,1,5,3,6D,960,0.257
P,SEK,SEK ,HOK,A,1,5,3,6E,960,0.415
AB,SEK,SEK ,HOK,A,1,5,3,6F,960,0.359
P,HOK,SEK ,HOK,H,1,5,3,6G,960,0.852
AB,HOK,SEK ,HOK,H,1,5,3,6H,960,0.349
P,HOK,HOK ,HOK,H,1,5,3,7A,960,0.46
AB,HOK,HOK ,HOK,H,1,5,3,7B,960,0.415
P,SEK,HOK ,HOK,A,1,5,3,7C,960,0.114
AB,SEK,HOK ,HOK,A,1,5,3,7D,960,0.305
P,SEK,SEK ,HOK,A,1,5,3,7E,960,0.317
AB,SEK,SEK ,HOK,A,1,5,3,7F,960,1.04
P,HOK,SEK ,HOK,H,1,5,3,7G,960,0.328
AB,HOK,SEK ,HOK,H,1,5,3,7H,960,0.497
P,HOK,HOK ,HOK,H,1,5,3,8A,960,0.779
AB,HOK,HOK ,HOK,H,1,5,3,8B,960,0.378
P,SEK,HOK ,HOK,A,1,5,3,8C,960,0.853
AB,SEK,HOK ,HOK,A,1,5,3,8D,960,0.392
P,SEK,SEK ,HOK,A,1,5,3,8E,960,0.992
AB,SEK,SEK ,HOK,A,1,5,3,8F,960,1.471
P,HOK,SEK ,HOK,H,1,5,3,8G,960,0.876
AB,HOK,SEK ,HOK,H,1,5,3,8H,960,0.454
P,HOK,HOK ,HOK,H,1,4,3,9A,960,1.183
AB,HOK,HOK ,HOK,H,1,4,3,9B,960,0.395
P,SEK,HOK ,HOK,A,1,4,3,9C,960,1.518
AB,SEK,HOK ,HOK,A,1,4,3,9D,960,1.412
P,SEK,SEK ,HOK,A,1,4,3,9E,960,0.377
AB,SEK,SEK ,HOK,A,1,4,3,9FR,960,0.946
P,HOK,SEK ,HOK,H,1,4,3,9G,960,1.343
AB,HOK,SEK ,HOK,H,1,4,3,9H,960,0.301
P,HOK,HOK ,HOK,H,1,4,3,10A,960,0.818
AB,HOK,HOK ,HOK,H,1,4,3,10B,960,0.714
P,SEK,HOK ,HOK,A,1,4,3,10C,960,0.685
AB,SEK,HOK ,HOK,A,1,4,3,10D,960,1.45
P,SEK,SEK ,HOK,A,1,4,3,10E,960,0.808
AB,SEK,SEK ,HOK,A,1,4,3,10F,960,1.498
P,HOK,SEK ,HOK,H,1,4,3,10G,960,1.043
AB,HOK,SEK ,HOK,H,1,4,3,10H,960,1.155
P,HOK,HOK ,SEK,A,2,5,3,1A,1440,0.77725
AB,HOK,HOK ,SEK,A,2,5,3,1B,1440,0.33825
P,SEK,HOK ,SEK,H,2,5,3,1C,1440,1.35525
AB,SEK,HOK ,SEK,H,2,5,3,1D,1440,0.32525
P,SEK,SEK ,SEK,H,2,5,3,1E,1440,0.74425
AB,SEK,SEK ,SEK,H,2,5,3,1F,1440,0.91025
P,HOK,SEK ,SEK,A,2,5,3,1G,1440,0.56325
AB,HOK,SEK ,SEK,A,2,5,3,1H,1440,0.36125
P,HOK,HOK ,SEK,A,2,5,3,2A,1440,0.46225
AB,HOK,HOK ,SEK,A,2,5,3,2B,1440,0.52425
P,SEK,HOK ,SEK,H,2,5,3,2C,1440,0.29225
AB,SEK,HOK ,SEK,H,2,5,3,2D,1440,1.52025
P,SEK,SEK ,SEK,H,2,5,3,2E,1440,0.23725
AB,SEK,SEK ,SEK,H,2,5,3,2F,1440,0.66625
P,HOK,SEK ,SEK,A,2,5,3,2G,1440,1.24425
AB,HOK,SEK ,SEK,A,2,5,3,2H,1440,1.73425
P,HOK,HOK ,SEK,A,2,5,3,3A,1440,0.21125
AB,HOK,HOK ,SEK,A,2,5,3,3B,1440,0.38125
P,SEK,HOK ,SEK,H,2,5,3,3C,1440,0.39425
AB,SEK,HOK ,SEK,H,2,5,3,3D,1440,0.60225
P,SEK,SEK ,SEK,H,2,5,3,3E,1440,1.37025
AB,SEK,SEK ,SEK,H,2,5,3,3F,1440,1.23925
P,HOK,SEK ,SEK,A,2,5,3,3G,1440,1.93225
AB,HOK,SEK ,SEK,A,2,5,3,3H,1440,0.53725
P,HOK,HOK ,SEK,A,2,4,3,4A,1440,0.33425
AB,HOK,HOK ,SEK,A,2,4,3,4B,1440,0.33825
P,SEK,HOK ,SEK,H,2,4,3,4C,1440,0.40925
AB,SEK,HOK ,SEK,H,2,4,3,4D,1440,1.34025
P,SEK,SEK ,SEK,H,2,4,3,4E,1440,1.77025
AB,SEK,SEK ,SEK,H,2,4,3,4F,1440,0.42925
P,HOK,SEK ,SEK,A,2,4,3,4G,1440,1.01525
AB,HOK,SEK ,SEK,A,2,4,3,4H,1440,0.41225
P,HOK,HOK ,SEK,A,2,4,3,5A,1440,0.66425
AB,HOK,HOK ,SEK,A,2,4,3,5B,1440,1.58125
P,SEK,HOK ,SEK,H,2,4,3,5C,1440,0.97725
AB,SEK,HOK ,SEK,H,2,4,3,5D,1440,1.06025
P,SEK,SEK ,SEK,H,2,4,3,5E,1440,2.03025
AB,SEK,SEK ,SEK,H,2,4,3,5F,1440,1.25725
P,HOK,SEK ,SEK,A,2,4,3,5G,1440,1.22225
AB,HOK,SEK ,SEK,A,2,4,3,5H,1440,1.67725
P,HOK,HOK ,HOK,H,2,4,3,6A,1440,1.17025
AB,HOK,HOK ,HOK,H,2,4,3,6B,1440,0.45525
P,SEK,HOK ,HOK,A,2,4,3,6C,1440,0.58525
AB,SEK,HOK ,HOK,A,2,4,3,6D,1440,1.86625
P,SEK,SEK ,HOK,A,2,4,3,6E,1440,0.75925
AB,SEK,SEK ,HOK,A,2,4,3,6F,1440,1.31425
P,HOK,SEK ,HOK,H,2,4,3,6G,1440,1.35425
AB,HOK,SEK ,HOK,H,2,4,3,6H,1440,1.45925
P,HOK,HOK ,HOK,H,2,3,3,7A,1440,0.41425
AB,HOK,HOK ,HOK,H,2,3,3,7B,1440,0.80925
P,SEK,HOK ,HOK,A,2,3,3,7C,1440,0.21825
AB,SEK,HOK ,HOK,A,2,3,3,7D,1440,0.80325
P,SEK,SEK ,HOK,A,2,3,3,7E,1440,0.28925
AB,SEK,SEK ,HOK,A,2,3,3,7F,1440,0.86725
P,HOK,SEK ,HOK,H,2,3,3,7G,1440,0.64325
AB,HOK,SEK ,HOK,H,2,3,3,7H,1440,0.31225
P,HOK,HOK ,HOK,H,2,3,3,8A,1440,0.66625
AB,HOK,HOK ,HOK,H,2,3,3,8B,1440,0.19325
P,SEK,HOK ,HOK,A,2,3,3,8C,1440,1.40925
AB,SEK,HOK ,HOK,A,2,3,3,8D,1440,0.81725
P,SEK,SEK ,HOK,A,2,3,3,8E,1440,0.42725
AB,SEK,SEK ,HOK,A,2,3,3,8F,1440,0.29325
P,HOK,SEK ,HOK,H,2,3,3,8G,1440,1.11225
AB,HOK,SEK ,HOK,H,2,3,3,8H,1440,0.60825
P,HOK,HOK ,HOK,H,2,3,3,9A,1440,0.38825
AB,HOK,HOK ,HOK,H,2,3,3,9B,1440,0.38925
P,SEK,HOK ,HOK,A,2,3,3,9C,1440,0.78625
AB,SEK,HOK ,HOK,A,2,3,3,9D,1440,0.79525
P,SEK,SEK ,HOK,A,2,3,3,9E,1440,1.40225
AB,SEK,SEK ,HOK,A,2,3,3,9F,1440,0.90525
P,HOK,SEK ,HOK,H,2,3,3,9G,1440,1.19825
AB,HOK,SEK ,HOK,H,2,3,3,9H,1440,0.52625
P,HOK,HOK ,HOK,H,2,2,3,10A,1440,1.38825
AB,HOK,HOK ,HOK,H,2,2,3,10B,1440,0.76325
P,SEK,HOK ,HOK,A,2,2,3,10C,1440,1.71525
AB,SEK,HOK ,HOK,A,2,2,3,10D,1440,0.50925
P,SEK,SEK ,HOK,A,2,2,3,10E,1440,0.58125
AB,SEK,SEK ,HOK,A,2,2,3,10F,1440,1.52625
P,HOK,SEK ,HOK,H,2,2,3,10G,1440,1.44225
AB,HOK,SEK ,HOK,H,2,2,3,10H,1440,0.93925
P,HOK,HOK ,SEK,A,1,5,3,1A,1440,0.38075
AB,HOK,HOK ,SEK,A,1,5,3,1B,1440,0.43875
P,SEK,HOK ,SEK,H,1,5,3,1C,1440,0.31075
AB,SEK,HOK ,SEK,H,1,5,3,1D,1440,0.46675
P,SEK,SEK ,SEK,H,1,5,3,1E,1440,1.23775
AB,SEK,SEK ,SEK,H,1,5,3,1F,1440,0.24075
P,HOK,SEK ,SEK,A,1,5,3,1G,1440,0.95575
AB,HOK,SEK ,SEK,A,1,5,3,1H,1440,0.45375
P,HOK,HOK ,SEK,A,1,5,3,2A,1440,1.53275
AB,HOK,HOK ,SEK,A,1,1,3,2B,1440,0.58075
P,SEK,HOK ,SEK,H,1,1,3,2C,1440,1.73575
AB,SEK,HOK ,SEK,H,1,1,3,2D,1440,0.35675
P,SEK,SEK ,SEK,H,1,1,3,2E,1440,0.49575
AB,SEK,SEK ,SEK,H,1,1,3,2F,1440,1.15375
P,HOK,SEK ,SEK,A,1,1,3,2G,1440,1.29775
AB,HOK,SEK ,SEK,A,1,1,3,2H,1440,0.79475
P,HOK,HOK ,SEK,A,1,1,3,3A,1440,0.59375
AB,HOK,HOK ,SEK,A,1,1,3,3B,1440,0.44475
P,SEK,HOK ,SEK,H,1,1,3,3C,1440,1.57375
AB,SEK,HOK ,SEK,H,1,1,3,3D,1440,0.16475
P,SEK,SEK ,SEK,H,1,1,3,3E,1440,0.70275
AB,SEK,SEK ,SEK,H,1,1,3,3F,1440,0.38875
P,HOK,SEK ,SEK,A,1,1,3,3G,1440,0.78675
AB,HOK,SEK ,SEK,A,1,1,3,3H,1440,0.47075
P,HOK,HOK ,SEK,A,1,1,3,4A,1440,0.70775
AB,HOK,HOK ,SEK,A,1,1,3,4B,1440,0.57375
P,SEK,HOK ,SEK,H,1,1,3,4C,1440,0.53175
AB,SEK,HOK ,SEK,H,1,1,3,4D,1440,0.34075
P,SEK,SEK ,SEK,H,1,1,3,4E,1440,0.86275
AB,SEK,SEK ,SEK,H,1,1,3,4F,1440,0.87475
P,HOK,SEK ,SEK,A,1,1,3,4G,1440,1.95475
AB,HOK,SEK ,SEK,A,1,1,3,4H,1440,1.23675
P,HOK,HOK ,SEK,A,1,1,3,5A,1440,0.51575
AB,HOK,HOK ,SEK,A,1,1,3,5B,1440,0.58775
P,SEK,HOK ,SEK,H,1,1,3,5C,1440,0.61675
AB,SEK,HOK ,SEK,H,1,1,3,5D,1440,0.45075
P,SEK,SEK ,SEK,H,1,1,3,5E,1440,1.52975
AB,SEK,SEK ,SEK,H,1,1,3,5F,1440,0.25975
P,HOK,SEK ,SEK,A,1,1,3,5G,1440,0.59275
AB,HOK,SEK ,SEK,A,1,1,3,5H,1440,0.41775
P,HOK,HOK ,HOK,H,1,5,3,6A,1440,0.72775
AB,HOK,HOK ,HOK,H,1,5,3,6B,1440,0.96975
P,SEK,HOK ,HOK,A,1,5,3,6C,1440,0.40375
AB,SEK,HOK ,HOK,A,1,5,3,6D,1440,0.29675
P,SEK,SEK ,HOK,A,1,5,3,6E,1440,0.39775
AB,SEK,SEK ,HOK,A,1,5,3,6F,1440,0.32075
P,HOK,SEK ,HOK,H,1,5,3,6G,1440,0.83775
AB,HOK,SEK ,HOK,H,1,5,3,6H,1440,0.30375
P,HOK,HOK ,HOK,H,1,5,3,7A,1440,0.45175
AB,HOK,HOK ,HOK,H,1,5,3,7B,1440,0.38875
P,SEK,HOK ,HOK,A,1,5,3,7C,1440,0.08675
AB,SEK,HOK ,HOK,A,1,5,3,7D,1440,0.29375
P,SEK,SEK ,HOK,A,1,5,3,7E,1440,0.31675
AB,SEK,SEK ,HOK,A,1,5,3,7F,1440,1.05475
P,HOK,SEK ,HOK,H,1,5,3,7G,1440,0.32875
AB,HOK,SEK ,HOK,H,1,5,3,7H,1440,0.50875
P,HOK,HOK ,HOK,H,1,5,3,8A,1440,1.33575
AB,HOK,HOK ,HOK,H,1,5,3,8B,1440,0.35375
P,SEK,HOK ,HOK,A,1,5,3,8C,1440,0.81575
AB,SEK,HOK ,HOK,A,1,5,3,8D,1440,0.41475
P,SEK,SEK ,HOK,A,1,5,3,8E,1440,1.04775
AB,SEK,SEK ,HOK,A,1,5,3,8F,1440,1.40675
P,HOK,SEK ,HOK,H,1,5,3,8G,1440,1.10875
AB,HOK,SEK ,HOK,H,1,5,3,8H,1440,0.47175
P,HOK,HOK ,HOK,H,1,4,3,9A,1440,1.07375
AB,HOK,HOK ,HOK,H,1,4,3,9B,1440,0.38475
P,SEK,HOK ,HOK,A,1,4,3,9C,1440,1.50975
AB,SEK,HOK ,HOK,A,1,4,3,9D,1440,1.55875
P,SEK,SEK ,HOK,A,1,4,3,9E,1440,0.37275
AB,SEK,SEK ,HOK,A,1,4,3,9FR,1440,1.15675
P,HOK,SEK ,HOK,H,1,4,3,9G,1440,1.08275
AB,HOK,SEK ,HOK,H,1,4,3,9H,1440,0.59475
P,HOK,HOK ,HOK,H,1,4,3,10A,1440,0.82675
AB,HOK,HOK ,HOK,H,1,4,3,10B,1440,0.69575
P,SEK,HOK ,HOK,A,1,4,3,10C,1440,0.69475
AB,SEK,HOK ,HOK,A,1,4,3,10D,1440,1.09075
P,SEK,SEK ,HOK,A,1,4,3,10E,1440,0.66875
AB,SEK,SEK ,HOK,A,1,4,3,10F,1440,1.50375
P,HOK,SEK ,HOK,H,1,4,3,10G,1440,1.30775
AB,HOK,SEK ,HOK,H,1,4,3,10H,1440,1.20575
P,HOK,HOK ,SEK,A,2,5,3,1A,2880,
AB,HOK,HOK ,SEK,A,2,5,3,1B,2880,
P,SEK,HOK ,SEK,H,2,5,3,1C,2880,
AB,SEK,HOK ,SEK,H,2,5,3,1D,2880,
P,SEK,SEK ,SEK,H,2,5,3,1E,2880,
AB,SEK,SEK ,SEK,H,2,5,3,1F,2880,
P,HOK,SEK ,SEK,A,2,5,3,1G,2880,
AB,HOK,SEK ,SEK,A,2,5,3,1H,2880,
P,HOK,HOK ,SEK,A,2,5,3,2A,2880,
AB,HOK,HOK ,SEK,A,2,5,3,2B,2880,
P,SEK,HOK ,SEK,H,2,5,3,2C,2880,
AB,SEK,HOK ,SEK,H,2,5,3,2D,2880,
P,SEK,SEK ,SEK,H,2,5,3,2E,2880,
AB,SEK,SEK ,SEK,H,2,5,3,2F,2880,
P,HOK,SEK ,SEK,A,2,5,3,2G,2880,
AB,HOK,SEK ,SEK,A,2,5,3,2H,2880,
P,HOK,HOK ,SEK,A,2,5,3,3A,2880,
AB,HOK,HOK ,SEK,A,2,5,3,3B,2880,
P,SEK,HOK ,SEK,H,2,5,3,3C,2880,
AB,SEK,HOK ,SEK,H,2,5,3,3D,2880,
P,SEK,SEK ,SEK,H,2,5,3,3E,2880,
AB,SEK,SEK ,SEK,H,2,5,3,3F,2880,
P,HOK,SEK ,SEK,A,2,5,3,3G,2880,
AB,HOK,SEK ,SEK,A,2,5,3,3H,2880,
P,HOK,HOK ,SEK,A,2,4,3,4A,2880,
AB,HOK,HOK ,SEK,A,2,4,3,4B,2880,
P,SEK,HOK ,SEK,H,2,4,3,4C,2880,
AB,SEK,HOK ,SEK,H,2,4,3,4D,2880,
P,SEK,SEK ,SEK,H,2,4,3,4E,2880,
AB,SEK,SEK ,SEK,H,2,4,3,4F,2880,
P,HOK,SEK ,SEK,A,2,4,3,4G,2880,
AB,HOK,SEK ,SEK,A,2,4,3,4H,2880,
P,HOK,HOK ,SEK,A,2,4,3,5A,2880,
AB,HOK,HOK ,SEK,A,2,4,3,5B,2880,
P,SEK,HOK ,SEK,H,2,4,3,5C,2880,
AB,SEK,HOK ,SEK,H,2,4,3,5D,2880,
P,SEK,SEK ,SEK,H,2,4,3,5E,2880,
AB,SEK,SEK ,SEK,H,2,4,3,5F,2880,
P,HOK,SEK ,SEK,A,2,4,3,5G,2880,
AB,HOK,SEK ,SEK,A,2,4,3,5H,2880,
P,HOK,HOK ,HOK,H,2,4,3,6A,2880,
AB,HOK,HOK ,HOK,H,2,4,3,6B,2880,
P,SEK,HOK ,HOK,A,2,4,3,6C,2880,
AB,SEK,HOK ,HOK,A,2,4,3,6D,2880,
P,SEK,SEK ,HOK,A,2,4,3,6E,2880,
AB,SEK,SEK ,HOK,A,2,4,3,6F,2880,
P,HOK,SEK ,HOK,H,2,4,3,6G,2880,
AB,HOK,SEK ,HOK,H,2,4,3,6H,2880,
P,HOK,HOK ,HOK,H,2,3,3,7A,2880,
AB,HOK,HOK ,HOK,H,2,3,3,7B,2880,
P,SEK,HOK ,HOK,A,2,3,3,7C,2880,
AB,SEK,HOK ,HOK,A,2,3,3,7D,2880,
P,SEK,SEK ,HOK,A,2,3,3,7E,2880,
AB,SEK,SEK ,HOK,A,2,3,3,7F,2880,
P,HOK,SEK ,HOK,H,2,3,3,7G,2880,
AB,HOK,SEK ,HOK,H,2,3,3,7H,2880,
P,HOK,HOK ,HOK,H,2,3,3,8A,2880,
AB,HOK,HOK ,HOK,H,2,3,3,8B,2880,
P,SEK,HOK ,HOK,A,2,3,3,8C,2880,
AB,SEK,HOK ,HOK,A,2,3,3,8D,2880,
P,SEK,SEK ,HOK,A,2,3,3,8E,2880,
AB,SEK,SEK ,HOK,A,2,3,3,8F,2880,
P,HOK,SEK ,HOK,H,2,3,3,8G,2880,
AB,HOK,SEK ,HOK,H,2,3,3,8H,2880,
P,HOK,HOK ,HOK,H,2,3,3,9A,2880,
AB,HOK,HOK ,HOK,H,2,3,3,9B,2880,
P,SEK,HOK ,HOK,A,2,3,3,9C,2880,
AB,SEK,HOK ,HOK,A,2,3,3,9D,2880,
P,SEK,SEK ,HOK,A,2,3,3,9E,2880,
AB,SEK,SEK ,HOK,A,2,3,3,9F,2880,
P,HOK,SEK ,HOK,H,2,3,3,9G,2880,
AB,HOK,SEK ,HOK,H,2,3,3,9H,2880,
P,HOK,HOK ,HOK,H,2,2,3,10A,2880,
AB,HOK,HOK ,HOK,H,2,2,3,10B,2880,
P,SEK,HOK ,HOK,A,2,2,3,10C,2880,
AB,SEK,HOK ,HOK,A,2,2,3,10D,2880,
P,SEK,SEK ,HOK,A,2,2,3,10E,2880,
AB,SEK,SEK ,HOK,A,2,2,3,10F,2880,
P,HOK,SEK ,HOK,H,2,2,3,10G,2880,
AB,HOK,SEK ,HOK,H,2,2,3,10H,2880,
P,HOK,HOK ,SEK,A,1,5,3,1A,2880,0.3505
AB,HOK,HOK ,SEK,A,1,5,3,1B,2880,0.4215
P,SEK,HOK ,SEK,H,1,5,3,1C,2880,0.3765
AB,SEK,HOK ,SEK,H,1,5,3,1D,2880,0.5095
P,SEK,SEK ,SEK,H,1,5,3,1E,2880,1.2325
AB,SEK,SEK ,SEK,H,1,5,3,1F,2880,0.2975
P,HOK,SEK ,SEK,A,1,5,3,1G,2880,0.8125
AB,HOK,SEK ,SEK,A,1,5,3,1H,2880,0.5185
P,HOK,HOK ,SEK,A,1,5,3,2A,2880,1.3425
AB,HOK,HOK ,SEK,A,1,1,3,2B,2880,0.6255
P,SEK,HOK ,SEK,H,1,1,3,2C,2880,1.7865
AB,SEK,HOK ,SEK,H,1,1,3,2D,2880,0.3655
P,SEK,SEK ,SEK,H,1,1,3,2E,2880,0.5915
AB,SEK,SEK ,SEK,H,1,1,3,2F,2880,1.5215
P,HOK,SEK ,SEK,A,1,1,3,2G,2880,1.5525
AB,HOK,SEK ,SEK,A,1,1,3,2H,2880,0.8065
P,HOK,HOK ,SEK,A,1,1,3,3A,2880,0.6835
AB,HOK,HOK ,SEK,A,1,1,3,3B,2880,0.5215
P,SEK,HOK ,SEK,H,1,1,3,3C,2880,1.1575
AB,SEK,HOK ,SEK,H,1,1,3,3D,2880,0.1835
P,SEK,SEK ,SEK,H,1,1,3,3E,2880,0.7405
AB,SEK,SEK ,SEK,H,1,1,3,3F,2880,0.3555
P,HOK,SEK ,SEK,A,1,1,3,3G,2880,0.8035
AB,HOK,SEK ,SEK,A,1,1,3,3H,2880,0.4925
P,HOK,HOK ,SEK,A,1,1,3,4A,2880,0.7535
AB,HOK,HOK ,SEK,A,1,1,3,4B,2880,0.7735
P,SEK,HOK ,SEK,H,1,1,3,4C,2880,0.6145
AB,SEK,HOK ,SEK,H,1,1,3,4D,2880,0.3645
P,SEK,SEK ,SEK,H,1,1,3,4E,2880,0.6025
AB,SEK,SEK ,SEK,H,1,1,3,4F,2880,0.9845
P,HOK,SEK ,SEK,A,1,1,3,4G,2880,1.9925
AB,HOK,SEK ,SEK,A,1,1,3,4H,2880,1.1605
P,HOK,HOK ,SEK,A,1,1,3,5A,2880,0.5145
AB,HOK,HOK ,SEK,A,1,1,3,5B,2880,0.7335
P,SEK,HOK ,SEK,H,1,1,3,5C,2880,0.5955
AB,SEK,HOK ,SEK,H,1,1,3,5D,2880,0.4875
P,SEK,SEK ,SEK,H,1,1,3,5E,2880,1.5285
AB,SEK,SEK ,SEK,H,1,1,3,5F,2880,0.2325
P,HOK,SEK ,SEK,A,1,1,3,5G,2880,0.5315
AB,HOK,SEK ,SEK,A,1,1,3,5H,2880,0.4575
P,HOK,HOK ,HOK,H,1,5,3,6A,2880,0.7335
AB,HOK,HOK ,HOK,H,1,5,3,6B,2880,0.7855
P,SEK,HOK ,HOK,A,1,5,3,6C,2880,0.5225
AB,SEK,HOK ,HOK,A,1,5,3,6D,2880,0.3285
P,SEK,SEK ,HOK,A,1,5,3,6E,2880,0.5165
AB,SEK,SEK ,HOK,A,1,5,3,6F,2880,0.3495
P,HOK,SEK ,HOK,H,1,5,3,6G,2880,0.7165
AB,HOK,SEK ,HOK,H,1,5,3,6H,2880,0.2955
P,HOK,HOK ,HOK,H,1,5,3,7A,2880,0.4795
AB,HOK,HOK ,HOK,H,1,5,3,7B,2880,0.5145
P,SEK,HOK ,HOK,A,1,5,3,7C,2880,0.1255
AB,SEK,HOK ,HOK,A,1,5,3,7D,2880,0.3175
P,SEK,SEK ,HOK,A,1,5,3,7E,2880,0.3285
AB,SEK,SEK ,HOK,A,1,5,3,7F,2880,0.5255
P,HOK,SEK ,HOK,H,1,5,3,7G,2880,0.3365
AB,HOK,SEK ,HOK,H,1,5,3,7H,2880,0.5515
P,HOK,HOK ,HOK,H,1,5,3,8A,2880,1.2585
AB,HOK,HOK ,HOK,H,1,5,3,8B,2880,0.4215
P,SEK,HOK ,HOK,A,1,5,3,8C,2880,0.9315
AB,SEK,HOK ,HOK,A,1,5,3,8D,2880,0.4385
P,SEK,SEK ,HOK,A,1,5,3,8E,2880,1.4305
AB,SEK,SEK ,HOK,A,1,5,3,8F,2880,1.2915
P,HOK,SEK ,HOK,H,1,5,3,8G,2880,1.1975
AB,HOK,SEK ,HOK,H,1,5,3,8H,2880,0.4385
P,HOK,HOK ,HOK,H,1,4,3,9A,2880,1.0555
AB,HOK,HOK ,HOK,H,1,4,3,9B,2880,0.4215
P,SEK,HOK ,HOK,A,1,4,3,9C,2880,1.6995
AB,SEK,HOK ,HOK,A,1,4,3,9D,2880,1.5535
P,SEK,SEK ,HOK,A,1,4,3,9E,2880,0.3985
AB,SEK,SEK ,HOK,A,1,4,3,9FR,2880,1.1305
P,HOK,SEK ,HOK,H,1,4,3,9G,2880,1.1105
AB,HOK,SEK ,HOK,H,1,4,3,9H,2880,0.3545
P,HOK,HOK ,HOK,H,1,4,3,10A,2880,0.9565
AB,HOK,HOK ,HOK,H,1,4,3,10B,2880,1.1075
P,SEK,HOK ,HOK,A,1,4,3,10C,2880,0.7645
AB,SEK,HOK ,HOK,A,1,4,3,10D,2880,1.0555
P,SEK,SEK ,HOK,A,1,4,3,10E,2880,0.8435
AB,SEK,SEK ,HOK,A,1,4,3,10F,2880,1.5055
P,HOK,SEK ,HOK,H,1,4,3,10G,2880,1.3995
AB,HOK,SEK ,HOK,H,1,4,3,10H,2880,1.2495
P,HOK,HOK ,SEK,A,2,5,3,1A,4320,
AB,HOK,HOK ,SEK,A,2,5,3,1B,4320,
P,SEK,HOK ,SEK,H,2,5,3,1C,4320,
AB,SEK,HOK ,SEK,H,2,5,3,1D,4320,
P,SEK,SEK ,SEK,H,2,5,3,1E,4320,
AB,SEK,SEK ,SEK,H,2,5,3,1F,4320,
P,HOK,SEK ,SEK,A,2,5,3,1G,4320,
AB,HOK,SEK ,SEK,A,2,5,3,1H,4320,
P,HOK,HOK ,SEK,A,2,5,3,2A,4320,
AB,HOK,HOK ,SEK,A,2,5,3,2B,4320,
P,SEK,HOK ,SEK,H,2,5,3,2C,4320,
AB,SEK,HOK ,SEK,H,2,5,3,2D,4320,
P,SEK,SEK ,SEK,H,2,5,3,2E,4320,
AB,SEK,SEK ,SEK,H,2,5,3,2F,4320,
P,HOK,SEK ,SEK,A,2,5,3,2G,4320,
AB,HOK,SEK ,SEK,A,2,5,3,2H,4320,
P,HOK,HOK ,SEK,A,2,5,3,3A,4320,
AB,HOK,HOK ,SEK,A,2,5,3,3B,4320,
P,SEK,HOK ,SEK,H,2,5,3,3C,4320,
AB,SEK,HOK ,SEK,H,2,5,3,3D,4320,
P,SEK,SEK ,SEK,H,2,5,3,3E,4320,
AB,SEK,SEK ,SEK,H,2,5,3,3F,4320,
P,HOK,SEK ,SEK,A,2,5,3,3G,4320,
AB,HOK,SEK ,SEK,A,2,5,3,3H,4320,
P,HOK,HOK ,SEK,A,2,4,3,4A,4320,
AB,HOK,HOK ,SEK,A,2,4,3,4B,4320,
P,SEK,HOK ,SEK,H,2,4,3,4C,4320,
AB,SEK,HOK ,SEK,H,2,4,3,4D,4320,
P,SEK,SEK ,SEK,H,2,4,3,4E,4320,
AB,SEK,SEK ,SEK,H,2,4,3,4F,4320,
P,HOK,SEK ,SEK,A,2,4,3,4G,4320,
AB,HOK,SEK ,SEK,A,2,4,3,4H,4320,
P,HOK,HOK ,SEK,A,2,4,3,5A,4320,
AB,HOK,HOK ,SEK,A,2,4,3,5B,4320,
P,SEK,HOK ,SEK,H,2,4,3,5C,4320,
AB,SEK,HOK ,SEK,H,2,4,3,5D,4320,
