treatment,tree_id,deploy,metabolite,site_num,tree_num,decomp_day,well_id,time,od_raw,od_corrected_b,od_corrected_b_n,nm
P,HOK,SEK,SEK,2,1,3,5G,30,1.443,2.092820885,1.938361131,590
AB,HOK,SEK,SEK,2,1,3,5H,30,1.034,1.499637418,1.345177665,590
P,HOK,HOK,HOK,2,5,3,6A,30,1.046,1.517041334,1.362581581,590
AB,HOK,HOK,HOK,2,5,3,6B,30,0.534,0.7744742567,0.6200145033,590
P,SEK,HOK,HOK,2,5,3,6C,30,1.893,2.74546773,2.591007977,590
AB,SEK,HOK,HOK,2,5,3,6D,30,1.253,1.817258883,1.66279913,590
P,SEK,SEK,HOK,2,5,3,6E,30,0.669,0.9702683104,0.8158085569,590
AB,SEK,SEK,HOK,2,5,3,6F,30,1.487,2.156635243,2.002175489,590
P,HOK,SEK,HOK,2,5,3,6G,30,0.877,1.271936186,1.117476432,590
AB,HOK,SEK,HOK,2,5,3,6H,30,1.405,2.037708484,1.883248731,590
P,HOK,HOK,HOK,2,4,3,7A,30,0.521,0.7556200145,0.6011602611,590
AB,HOK,HOK,HOK,2,4,3,7B,30,0.742,1.076142132,0.9216823785,590
P,SEK,HOK,HOK,2,4,3,7C,30,0.276,0.4002900653,0.2458303118,590
AB,SEK,HOK,HOK,2,4,3,7D,30,1.371,1.988397389,1.833937636,590
P,SEK,SEK,HOK,2,4,3,7E,30,0.355,0.5148658448,0.3604060914,590
AB,SEK,SEK,HOK,2,4,3,7F,30,1.317,1.910079768,1.755620015,590
P,HOK,SEK,HOK,2,4,3,7G,30,0.745,1.080493111,0.9260333575,590
AB,HOK,SEK,HOK,2,4,3,7H,30,0.353,0.5119651922,0.3575054387,590
P,HOK,HOK,HOK,2,3,3,8A,30,0.424,0.6149383611,0.4604786077,590
AB,HOK,HOK,HOK,2,3,3,8B,30,0.36,0.5221174764,0.367657723,590
P,SEK,HOK,HOK,2,3,3,8C,30,1.231,1.785351704,1.630891951,590
AB,SEK,HOK,HOK,2,3,3,8D,30,1.405,2.037708484,1.883248731,590
P,SEK,SEK,HOK,2,3,3,8E,30,0.425,0.6163886875,0.461928934,590
AB,SEK,SEK,HOK,2,3,3,8F,30,0.407,0.5902828136,0.4358230602,590
P,HOK,SEK,HOK,2,3,3,8G,30,1.32,1.914430747,1.759970993,590
AB,HOK,SEK,HOK,2,3,3,8H,30,0.49,0.7106598985,0.556200145,590
P,HOK,HOK,HOK,2,2,3,9A,30,0.434,0.6294416244,0.4749818709,590
AB,HOK,HOK,HOK,2,2,3,9B,30,0.426,0.6178390138,0.4633792603,590
P,SEK,HOK,HOK,2,2,3,9C,30,1.135,1.646120377,1.491660624,590
AB,SEK,HOK,HOK,2,2,3,9D,30,0.538,0.780275562,0.6258158086,590
P,SEK,SEK,HOK,2,2,3,9E,30,1.738,2.52066715,2.366207397,590
AB,SEK,SEK,HOK,2,2,3,9F,30,0.75,1.087744743,0.9332849891,590
P,HOK,SEK,HOK,2,2,3,9G,30,0.696,1.009427121,0.8549673677,590
AB,HOK,SEK,HOK,2,2,3,9H,30,0.587,0.8513415518,0.6968817984,590
P,HOK,HOK,HOK,2,1,3,10A,30,0.833,1.208121827,1.053662074,590
AB,HOK,HOK,HOK,2,1,3,10B,30,0.572,0.829586657,0.6751269036,590
P,SEK,HOK,HOK,2,1,3,10C,30,1.512,2.192893401,2.038433648,590
AB,SEK,HOK,HOK,2,1,3,10D,30,1.624,2.355329949,2.200870196,590
P,SEK,SEK,HOK,2,1,3,10E,30,1.498,2.172588832,2.018129079,590
AB,SEK,SEK,HOK,2,1,3,10F,30,1.382,2.004350979,1.849891226,590
P,HOK,SEK,HOK,2,1,3,10G,30,1.293,1.875271936,1.720812183,590
AB,HOK,SEK,HOK,2,1,3,10H,30,2.098,3.042784627,2.888324873,590
P,HOK,HOK,SEK,1,5,3,1A,30,0.349,0.5061638869,0.3517041334,590
AB,HOK,HOK,SEK,1,5,3,1B,30,0.434,0.6294416244,0.4749818709,590
P,SEK,HOK,SEK,1,5,3,1C,30,0.328,0.4757070341,0.3212472806,590
AB,SEK,HOK,SEK,1,5,3,1D,30,0.363,0.5264684554,0.372008702,590
P,SEK,SEK,SEK,1,5,3,1E,30,1.05,1.52284264,1.368382886,590
AB,SEK,SEK,SEK,1,5,3,1F,30,0.368,0.533720087,0.3792603336,590
P,HOK,SEK,SEK,1,5,3,1G,30,1.387,2.011602611,1.857142857,590
AB,HOK,SEK,SEK,1,5,3,1H,30,0.581,0.8426395939,0.6881798405,590
P,HOK,HOK,SEK,1,4,3,2A,30,1.499,2.174039159,2.019579405,590
AB,HOK,HOK,SEK,1,4,3,2B,30,1.533,2.223350254,2.0688905,590
P,SEK,HOK,SEK,1,4,3,2C,30,1.352,1.960841189,1.806381436,590
AB,SEK,HOK,SEK,1,4,3,2D,30,0.416,0.6033357505,0.4488759971,590
P,SEK,SEK,SEK,1,4,3,2E,30,0.574,0.8324873096,0.6780275562,590
AB,SEK,SEK,SEK,1,4,3,2F,30,1.27,1.841914431,1.687454677,590
P,HOK,SEK,SEK,1,4,3,2G,30,1.287,1.866569978,1.712110225,590
AB,HOK,SEK,SEK,1,4,3,2H,30,2.434,3.530094271,3.375634518,590
P,HOK,HOK,SEK,1,3,3,3A,30,0.349,0.5061638869,0.3517041334,590
AB,HOK,HOK,SEK,1,3,3,3B,30,0.511,0.7411167513,0.5866569978,590
P,SEK,HOK,SEK,1,3,3,3C,30,1.525,2.211747643,2.05728789,590
AB,SEK,HOK,SEK,1,3,3,3D,30,1.439,2.087019579,1.932559826,590
P,SEK,SEK,SEK,1,3,3,3E,30,0.945,1.370558376,1.216098622,590
AB,SEK,SEK,SEK,1,3,3,3F,30,0.918,1.331399565,1.176939811,590
P,HOK,SEK,SEK,1,3,3,3G,30,1.127,1.634517766,1.480058013,590
AB,HOK,SEK,SEK,1,3,3,3H,30,1.054,1.528643945,1.374184191,590
P,HOK,HOK,SEK,1,2,3,4A,30,0.611,0.8861493836,0.7316896302,590
AB,HOK,HOK,SEK,1,2,3,4B,30,0.714,1.035532995,0.8810732415,590
P,SEK,HOK,SEK,1,2,3,4C,30,0.51,0.7396664249,0.5852066715,590
AB,SEK,HOK,SEK,1,2,3,4D,30,0.432,0.6265409717,0.4720812183,590
P,SEK,SEK,SEK,1,2,3,4E,30,0.839,1.216823785,1.062364032,590
AB,SEK,SEK,SEK,1,2,3,4F,30,0.898,1.302393038,1.147933285,590
P,HOK,SEK,SEK,1,2,3,4G,30,2.063,2.992023205,2.837563452,590
AB,HOK,SEK,SEK,1,2,3,4H,30,1.582,2.294416244,2.13995649,590
P,HOK,HOK,SEK,1,1,3,5A,30,0.509,0.7382160986,0.5837563452,590
AB,HOK,HOK,SEK,1,1,3,5B,30,0.669,0.9702683104,0.8158085569,590
P,SEK,HOK,SEK,1,1,3,5C,30,0.48,0.6961566352,0.5416968818,590
AB,SEK,HOK,SEK,1,1,3,5D,30,0.532,0.7715736041,0.6171138506,590
P,SEK,SEK,SEK,1,1,3,5E,30,1.614,2.340826686,2.186366933,590
AB,SEK,SEK,SEK,1,1,3,5F,30,0.453,0.6569978245,0.5025380711,590
P,HOK,SEK,SEK,1,1,3,5G,30,0.678,0.9833212473,0.8288614938,590
AB,HOK,SEK,SEK,1,1,3,5H,30,0.674,0.977519942,0.8230601885,590
P,HOK,HOK,HOK,1,5,3,6A,30,1.506,2.184191443,2.02973169,590
AB,HOK,HOK,HOK,1,5,3,6B,30,0.633,0.9180565627,0.7635968093,590
P,SEK,HOK,HOK,1,5,3,6C,30,0.525,0.7614213198,0.6069615664,590
AB,SEK,HOK,HOK,1,5,3,6D,30,0.913,1.324147933,1.16968818,590
P,SEK,SEK,HOK,1,5,3,6E,30,0.607,0.8803480783,0.7258883249,590
AB,SEK,SEK,HOK,1,5,3,6F,30,0.52,0.7541696882,0.5997099347,590
P,HOK,SEK,HOK,1,5,3,6G,30,0.869,1.260333575,1.105873822,590
AB,HOK,SEK,HOK,1,5,3,6H,30,0.445,0.6453952139,0.4909354605,590
P,HOK,HOK,HOK,1,4,3,7A,30,0.766,1.110949964,0.9564902103,590
AB,HOK,HOK,HOK,1,4,3,7B,30,0.54,0.7831762146,0.6287164612,590
P,SEK,HOK,HOK,1,4,3,7C,30,0.329,0.4771573604,0.322697607,590
AB,SEK,HOK,HOK,1,4,3,7D,30,0.416,0.6033357505,0.4488759971,590
P,SEK,SEK,HOK,1,4,3,7E,30,1.385,2.008701958,1.854242204,590
AB,SEK,SEK,HOK,1,4,3,7F,30,0.747,1.083393764,0.9289340102,590
P,HOK,SEK,HOK,1,4,3,7G,30,0.343,0.4974619289,0.3430021755,590
AB,HOK,SEK,HOK,1,4,3,7H,30,0.402,0.583031182,0.4285714286,590
P,HOK,HOK,HOK,1,3,3,8A,30,0.953,1.382160986,1.227701233,590
AB,HOK,HOK,HOK,1,3,3,8B,30,0.501,0.726613488,0.5721537346,590
P,SEK,HOK,HOK,1,3,3,8C,30,1.349,1.95649021,1.802030457,590
AB,SEK,HOK,HOK,1,3,3,8D,30,0.432,0.6265409717,0.4720812183,590
P,SEK,SEK,HOK,1,3,3,8E,30,1.819,2.638143582,2.483683829,590
AB,SEK,SEK,HOK,1,3,3,8F,30,1.683,2.440899202,2.286439449,590
P,HOK,SEK,HOK,1,3,3,8G,30,0.973,1.411167513,1.256707759,590
AB,HOK,SEK,HOK,1,3,3,8H,30,0.593,0.8600435098,0.7055837563,590
P,HOK,HOK,HOK,1,2,3,9A,30,1.072,1.554749819,1.400290065,590
AB,HOK,HOK,HOK,1,2,3,9B,30,0.45,0.6526468455,0.4981870921,590
P,SEK,HOK,HOK,1,2,3,9C,30,1.543,2.237853517,2.083393764,590
AB,SEK,HOK,HOK,1,2,3,9D,30,1.742,2.526468455,2.372008702,590
P,SEK,SEK,HOK,1,2,3,9E,30,0.475,0.6889050036,0.5344452502,590
AB,SEK,SEK,HOK,1,2,3,9FR,30,1.487,2.156635243,2.002175489,590
P,HOK,SEK,HOK,1,2,3,9G,30,0.899,1.303843365,1.149383611,590
AB,HOK,SEK,HOK,1,2,3,9H,30,1.082,1.569253082,1.414793328,590
P,HOK,HOK,HOK,1,1,3,10A,30,0.544,0.7889775199,0.6345177665,590
AB,HOK,HOK,HOK,1,1,3,10B,30,1.982,2.874546773,2.72008702,590
P,SEK,HOK,HOK,1,1,3,10C,30,0.593,0.8600435098,0.7055837563,590
AB,SEK,HOK,HOK,1,1,3,10D,30,1.275,1.849166062,1.694706309,590
P,SEK,SEK,HOK,1,1,3,10E,30,0.592,0.8585931835,0.70413343,590
AB,SEK,SEK,HOK,1,1,3,10F,30,1.107,1.60551124,1.451051487,590
P,HOK,SEK,HOK,1,1,3,10G,30,1.674,2.427846265,2.273386512,590
AB,HOK,SEK,HOK,1,1,3,10H,30,1.324,1.920232052,1.765772299,590
P,HOK,HOK,SEK,2,5,3,1A,120,0.775,1.58244002,1.353751914,590
AB,HOK,HOK,SEK,2,5,3,1B,120,0.403,0.8228688106,0.5941807044,590
P,SEK,HOK,SEK,2,5,3,1C,120,1.444,2.948443083,2.719754977,590
AB,SEK,HOK,SEK,2,5,3,1D,120,0.393,0.8024502297,0.5737621235,590
P,SEK,SEK,SEK,2,5,3,1E,120,0.774,1.580398162,1.351710056,590
AB,SEK,SEK,SEK,2,5,3,1F,120,1.183,2.415518121,2.186830015,590
P,HOK,SEK,SEK,2,5,3,1G,120,0.613,1.25165901,1.022970904,590
AB,HOK,SEK,SEK,2,5,3,1H,120,0.497,1.014803471,0.786115365,590
P,HOK,HOK,SEK,2,4,3,2A,120,0.438,0.8943338438,0.6656457376,590
AB,HOK,HOK,SEK,2,4,3,2B,120,0.495,1.010719755,0.7820316488,590
P,SEK,HOK,SEK,2,4,3,2C,120,0.335,0.6840224604,0.4553343543,590
AB,SEK,HOK,SEK,2,4,3,2D,120,1.615,3.297600817,3.068912711,590
P,SEK,SEK,SEK,2,4,3,2E,120,0.355,0.7248596223,0.4961715161,590
AB,SEK,SEK,SEK,2,4,3,2F,120,0.67,1.368044921,1.139356815,590
P,HOK,SEK,SEK,2,4,3,2G,120,1.369,2.795303726,2.56661562,590
AB,HOK,SEK,SEK,2,4,3,2H,120,1.641,3.350689127,3.122001021,590
P,HOK,HOK,SEK,2,3,3,3A,120,0.306,0.6248085758,0.3961204696,590
AB,HOK,HOK,SEK,2,3,3,3B,120,0.422,0.8616641143,0.6329760082,590
P,SEK,HOK,SEK,2,3,3,3C,120,0.419,0.8555385401,0.6268504339,590
AB,SEK,HOK,SEK,2,3,3,3D,120,0.457,0.9331291475,0.7044410413,590
P,SEK,SEK,SEK,2,3,3,3E,120,1.194,2.43797856,2.209290454,590
AB,SEK,SEK,SEK,2,3,3,3F,120,1.65,3.36906585,3.140377744,590
P,HOK,SEK,SEK,2,3,3,3G,120,1.55,3.164880041,2.936191935,590
AB,HOK,SEK,SEK,2,3,3,3H,120,0.578,1.180193977,0.9515058703,590
P,HOK,HOK,SEK,2,2,3,4A,120,0.381,0.7779479326,0.5492598264,590
AB,HOK,HOK,SEK,2,2,3,4B,120,0.423,0.8637059724,0.6350178663,590
P,SEK,HOK,SEK,2,2,3,4C,120,1.375,2.807554875,2.578866769,590
AB,SEK,HOK,SEK,2,2,3,4D,120,1.674,3.418070444,3.189382338,590
P,SEK,SEK,SEK,2,2,3,4E,120,1.468,2.997447677,2.768759571,590
AB,SEK,SEK,SEK,2,2,3,4F,120,0.436,0.8902501276,0.6615620214,590
P,HOK,SEK,SEK,2,2,3,4G,120,0.733,1.496681981,1.267993874,590
AB,HOK,SEK,SEK,2,2,3,4H,120,1.269,2.591117917,2.362429811,590
P,HOK,HOK,SEK,2,1,3,5A,120,0.613,1.25165901,1.022970904,590
AB,HOK,HOK,SEK,2,1,3,5B,120,1.549,3.162838183,2.934150077,590
P,SEK,HOK,SEK,2,1,3,5C,120,0.893,1.823379275,1.594691169,590
AB,SEK,HOK,SEK,2,1,3,5D,120,1.202,2.454313425,2.225625319,590
P,SEK,SEK,SEK,2,1,3,5E,120,1.715,3.501786626,3.27309852,590
AB,SEK,SEK,SEK,2,1,3,5F,120,1.409,2.87697805,2.648289944,590
P,HOK,SEK,SEK,2,1,3,5G,120,1.275,2.603369066,2.37468096,590
AB,HOK,SEK,SEK,2,1,3,5H,120,1.159,2.366513527,2.137825421,590
P,HOK,HOK,HOK,2,5,3,6A,120,1.067,2.178662583,1.949974477,590
AB,HOK,HOK,HOK,2,5,3,6B,120,0.502,1.025012762,0.7963246554,590
P,SEK,HOK,HOK,2,5,3,6C,120,0.778,1.588565595,1.359877489,590
AB,SEK,HOK,HOK,2,5,3,6D,120,1.609,3.285349668,3.056661562,590
P,SEK,SEK,HOK,2,5,3,6E,120,0.715,1.459928535,1.231240429,590
AB,SEK,SEK,HOK,2,5,3,6F,120,1.425,2.909647779,2.680959673,590
P,HOK,SEK,HOK,2,5,3,6G,120,1.113,2.272588055,2.043899949,590
AB,HOK,SEK,HOK,2,5,3,6H,120,1.484,3.030117407,2.801429301,590
P,HOK,HOK,HOK,2,4,3,7A,120,0.409,0.8351199592,0.606431853,590
AB,HOK,HOK,HOK,2,4,3,7B,120,0.637,1.300663604,1.071975498,590
P,SEK,HOK,HOK,2,4,3,7C,120,0.303,0.6186830015,0.3899948954,590
AB,SEK,HOK,HOK,2,4,3,7D,120,1.304,2.66258295,2.433894844,590
P,SEK,SEK,HOK,2,4,3,7E,120,0.333,0.6799387443,0.4512506381,590
AB,SEK,SEK,HOK,2,4,3,7F,120,1.493,3.04849413,2.819806023,590
P,HOK,SEK,HOK,2,4,3,7G,120,0.616,1.257784584,1.029096478,590
AB,HOK,SEK,HOK,2,4,3,7H,120,0.339,0.6921898928,0.4635017866,590
P,HOK,HOK,HOK,2,3,3,8A,120,0.615,1.255742726,1.02705462,590
AB,HOK,HOK,HOK,2,3,3,8B,120,0.351,0.7166921899,0.4880040837,590
P,SEK,HOK,HOK,2,3,3,8C,120,1.37,2.797345584,2.568657478,590
AB,SEK,HOK,HOK,2,3,3,8D,120,1.2,2.450229709,2.221541603,590
P,SEK,SEK,HOK,2,3,3,8E,120,0.428,0.8739152629,0.6452271567,590
AB,SEK,SEK,HOK,2,3,3,8F,120,0.376,0.7677386422,0.539050536,590
P,HOK,SEK,HOK,2,3,3,8G,120,1.422,2.903522205,2.674834099,590
AB,HOK,SEK,HOK,2,3,3,8H,120,0.466,0.9515058703,0.7228177642,590
P,HOK,HOK,HOK,2,2,3,9A,120,0.413,0.8432873915,0.6145992853,590
AB,HOK,HOK,HOK,2,2,3,9B,120,0.411,0.8392036753,0.6105155692,590
P,SEK,HOK,HOK,2,2,3,9C,120,0.994,2.029606942,1.800918836,590
AB,SEK,HOK,HOK,2,2,3,9D,120,0.609,1.243491577,1.014803471,590
P,SEK,SEK,HOK,2,2,3,9E,120,1.519,3.10158244,2.872894334,590
AB,SEK,SEK,HOK,2,2,3,9F,120,0.982,2.005104645,1.776416539,590
P,HOK,SEK,HOK,2,2,3,9G,120,0.684,1.396630934,1.167942828,590
AB,HOK,SEK,HOK,2,2,3,9H,120,0.492,1.004594181,0.7759060745,590
P,HOK,HOK,HOK,2,1,3,10A,120,1.075,2.194997448,1.966309342,590
AB,HOK,HOK,HOK,2,1,3,10B,120,0.61,1.245533435,1.016845329,590
P,SEK,HOK,HOK,2,1,3,10C,120,1.678,3.426237876,3.19754977,590
AB,SEK,HOK,HOK,2,1,3,10D,120,1.307,2.668708525,2.440020419,590
P,SEK,SEK,HOK,2,1,3,10E,120,1.25,2.552322614,2.323634507,590
AB,SEK,SEK,HOK,2,1,3,10F,120,1.647,3.362940276,3.134252169,590
P,HOK,SEK,HOK,2,1,3,10G,120,1.309,2.672792241,2.444104135,590
AB,HOK,SEK,HOK,2,1,3,10H,120,1.849,3.77539561,3.546707504,590
P,HOK,HOK,SEK,1,5,3,1A,120,0.363,0.741194487,0.5125063808,590
AB,HOK,HOK,SEK,1,5,3,1B,120,0.477,0.9739663093,0.7452782032,590
P,SEK,HOK,SEK,1,5,3,1C,120,0.332,0.6778968862,0.44920878,590
AB,SEK,HOK,SEK,1,5,3,1D,120,0.404,0.8249106687,0.5962225625,590
P,SEK,SEK,SEK,1,5,3,1E,120,1.809,3.693721286,3.46503318,590
AB,SEK,SEK,SEK,1,5,3,1F,120,0.354,0.7228177642,0.494129658,590
P,HOK,SEK,SEK,1,5,3,1G,120,0.827,1.688616641,1.459928535,590
AB,HOK,SEK,SEK,1,5,3,1H,120,0.746,1.523226136,1.29453803,590
P,HOK,HOK,SEK,1,4,3,2A,120,1.583,3.232261358,3.003573252,590
AB,HOK,HOK,SEK,1,4,3,2B,120,0.566,1.155691679,0.9270035733,590
P,SEK,HOK,SEK,1,4,3,2C,120,1.874,3.826442062,3.597753956,590
AB,SEK,HOK,SEK,1,4,3,2D,120,0.365,0.7452782032,0.516590097,590
P,SEK,SEK,SEK,1,4,3,2E,120,0.51,1.041347626,0.8126595202,590
AB,SEK,SEK,SEK,1,4,3,2F,120,0.959,1.958141909,1.729453803,590
P,HOK,SEK,SEK,1,4,3,2G,120,1.713,3.49770291,3.269014803,590
AB,HOK,SEK,SEK,1,4,3,2H,120,2.532,5.169984686,4.94129658,590
P,HOK,HOK,SEK,1,3,3,3A,120,0.483,0.9862174579,0.7575293517,590
AB,HOK,HOK,SEK,1,3,3,3B,120,0.46,0.9392547218,0.7105666156,590
P,SEK,HOK,SEK,1,3,3,3C,120,1.344,2.744257274,2.515569168,590
AB,SEK,HOK,SEK,1,3,3,3D,120,0.254,0.5186319551,0.2899438489,590
P,SEK,SEK,SEK,1,3,3,3E,120,0.844,1.723328229,1.494640123,590
AB,SEK,SEK,SEK,1,3,3,3F,120,0.589,1.202654416,0.9739663093,590
P,HOK,SEK,SEK,1,3,3,3G,120,0.603,1.231240429,1.002552323,590
AB,HOK,SEK,SEK,1,3,3,3H,120,1.861,3.799897907,3.571209801,590
P,HOK,HOK,SEK,1,2,3,4A,120,0.638,1.302705462,1.074017356,590
AB,HOK,HOK,SEK,1,2,3,4B,120,0.518,1.057682491,0.8289943849,590
P,SEK,HOK,SEK,1,2,3,4C,120,0.639,1.30474732,1.076059214,590
AB,SEK,HOK,SEK,1,2,3,4D,120,0.418,0.853496682,0.6248085758,590
P,SEK,SEK,SEK,1,2,3,4E,120,0.892,1.821337417,1.592649311,590
AB,SEK,SEK,SEK,1,2,3,4F,120,0.987,2.015313936,1.78662583,590
P,HOK,SEK,SEK,1,2,3,4G,120,2.065,4.216436958,3.987748851,590
AB,HOK,SEK,SEK,1,2,3,4H,120,1.662,3.393568147,3.164880041,590
P,HOK,HOK,SEK,1,1,3,5A,120,0.475,0.9698825932,0.741194487,590
AB,HOK,HOK,SEK,1,1,3,5B,120,0.65,1.327207759,1.098519653,590
P,SEK,HOK,SEK,1,1,3,5C,120,0.46,0.9392547218,0.7105666156,590
AB,SEK,HOK,SEK,1,1,3,5D,120,0.514,1.049515059,0.8208269525,590
P,SEK,SEK,SEK,1,1,3,5E,120,1.697,3.46503318,3.236345074,590
AB,SEK,SEK,SEK,1,1,3,5F,120,0.316,0.6452271567,0.4165390505,590
P,HOK,SEK,SEK,1,1,3,5G,120,0.64,1.306789178,1.078101072,590
AB,HOK,SEK,SEK,1,1,3,5H,120,0.46,0.9392547218,0.7105666156,590
P,HOK,HOK,HOK,1,5,3,6A,120,0.735,1.500765697,1.272077591,590
AB,HOK,HOK,HOK,1,5,3,6B,120,0.639,1.30474732,1.076059214,590
P,SEK,HOK,HOK,1,5,3,6C,120,0.482,0.9841755998,0.7554874936,590
AB,SEK,HOK,HOK,1,5,3,6D,120,0.41,0.8371618173,0.6084737111,590
P,SEK,SEK,HOK,1,5,3,6E,120,0.487,0.9943848903,0.7656967841,590
AB,SEK,SEK,HOK,1,5,3,6F,120,0.528,1.078101072,0.8494129658,590
P,HOK,SEK,HOK,1,5,3,6G,120,0.794,1.621235324,1.392547218,590
AB,HOK,SEK,HOK,1,5,3,6H,120,0.471,0.9617151608,0.7330270546,590
P,HOK,HOK,HOK,1,4,3,7A,120,0.471,0.9617151608,0.7330270546,590
AB,HOK,HOK,HOK,1,4,3,7B,120,0.522,1.065849923,0.8371618173,590
P,SEK,HOK,HOK,1,4,3,7C,120,0.264,0.539050536,0.3103624298,590
AB,SEK,HOK,HOK,1,4,3,7D,120,0.353,0.7207759061,0.4920877999,590
P,SEK,SEK,HOK,1,4,3,7E,120,0.356,0.7269014803,0.4982133742,590
AB,SEK,SEK,HOK,1,4,3,7F,120,0.481,0.9821337417,0.7534456355,590
P,HOK,SEK,HOK,1,4,3,7G,120,0.358,0.7309851965,0.5022970904,590
AB,HOK,SEK,HOK,1,4,3,7H,120,0.495,1.010719755,0.7820316488,590
P,HOK,HOK,HOK,1,3,3,8A,120,0.939,1.917304747,1.688616641,590
AB,HOK,HOK,HOK,1,3,3,8B,120,0.555,1.13323124,0.9045431343,590
P,SEK,HOK,HOK,1,3,3,8C,120,0.869,1.774374681,1.545686575,590
AB,SEK,HOK,HOK,1,3,3,8D,120,0.381,0.7779479326,0.5492598264,590
P,SEK,SEK,HOK,1,3,3,8E,120,1.8,3.675344564,3.446656457,590
AB,SEK,SEK,HOK,1,3,3,8F,120,1.56,3.185298622,2.956610516,590
P,HOK,SEK,HOK,1,3,3,8G,120,1.591,3.248596223,3.019908116,590
AB,HOK,SEK,HOK,1,3,3,8H,120,0.62,1.265952016,1.03726391,590
P,HOK,HOK,HOK,1,2,3,9A,120,0.803,1.639612047,1.410923941,590
AB,HOK,HOK,HOK,1,2,3,9B,120,0.444,0.9065849923,0.6778968862,590
P,SEK,HOK,HOK,1,2,3,9C,120,1.558,3.181214906,2.952526799,590
AB,SEK,HOK,HOK,1,2,3,9D,120,1.7,3.471158754,3.242470648,590
P,SEK,SEK,HOK,1,2,3,9E,120,0.457,0.9331291475,0.7044410413,590
AB,SEK,SEK,HOK,1,2,3,9FR,120,1.668,3.405819296,3.177131189,590
P,HOK,SEK,HOK,1,2,3,9G,120,1.057,2.158244002,1.929555896,590
AB,HOK,SEK,HOK,1,2,3,9H,120,0.633,1.292496172,1.063808065,590
P,HOK,HOK,HOK,1,1,3,10A,120,0.585,1.194486983,0.965798877,590
