treatment,tree_id,deploy,metabolite,hfa,site_num,tree_num,decomp_day,well_id,time,od_corrected
AB,HOK,SEK ,SEK,A,1,1,1,4H,30,1.27225
P,HOK,HOK ,SEK,A,1,1,1,5A,30,1.61925
AB,HOK,HOK ,SEK,A,1,1,1,5B,30,1.29725
P,SEK,HOK ,SEK,H,1,1,1,5C,30,1.02825
AB,SEK,HOK ,SEK,H,1,1,1,5D,30,0.54125
P,SEK,SEK ,SEK,H,1,1,1,5E,30,1.02425
AB,SEK,SEK ,SEK,H,1,1,1,5F,30,1.74825
P,HOK,SEK ,SEK,A,1,1,1,5G,30,0.92525
AB,HOK,SEK ,SEK,A,1,1,1,5H,30,1.08525
P,HOK,HOK ,HOK,H,1,5,1,6A,30,0.52525
AB,HOK,HOK ,HOK,H,1,5,1,6B,30,1.60325
P,SEK,HOK ,HOK,A,1,5,1,6C,30,0.47725
AB,SEK,HOK ,HOK,A,1,5,1,6D,30,1.95525
P,SEK,SEK ,HOK,A,1,5,1,6E,30,1.14625
AB,SEK,SEK ,HOK,A,1,5,1,6F,30,0.67225
P,HOK,SEK ,HOK,H,1,5,1,6G,30,0.30125
AB,HOK,SEK ,HOK,H,1,5,1,6H,30,0.58425
P,HOK,HOK ,HOK,H,1,5,1,7A,30,1.24025
AB,HOK,HOK ,HOK,H,1,5,1,7B,30,1.45625
P,SEK,HOK ,HOK,A,1,5,1,7C,30,0.39325
AB,SEK,HOK ,HOK,A,1,5,1,7D,30,1.60325
P,SEK,SEK ,HOK,A,1,5,1,7E,30,0.19025
AB,SEK,SEK ,HOK,A,1,5,1,7F,30,0.32925
P,HOK,SEK ,HOK,H,1,5,1,7G,30,1.41525
AB,HOK,SEK ,HOK,H,1,5,1,7H,30,1.96125
P,HOK,HOK ,HOK,H,1,5,1,8A,30,0.36925
AB,HOK,HOK ,HOK,H,1,5,1,8B,30,1.42625
P,SEK,HOK ,HOK,A,1,5,1,8C,30,1.12325
AB,SEK,HOK ,HOK,A,1,5,1,8D,30,1.68625
P,SEK,SEK ,HOK,A,1,5,1,8E,30,1.24925
AB,SEK,SEK ,HOK,A,1,5,1,8F,30,0.42225
P,HOK,SEK ,HOK,H,1,5,1,8G,30,0.76825
AB,HOK,SEK ,HOK,H,1,5,1,8H,30,0.54225
P,HOK,HOK ,HOK,H,1,4,1,9A,30,0.38125
AB,HOK,HOK ,HOK,H,1,4,1,9B,30,1.05125
P,SEK,HOK ,HOK,A,1,4,1,9C,30,1.42025
AB,SEK,HOK ,HOK,A,1,4,1,9D,30,1.37525
P,SEK,SEK ,HOK,A,1,4,1,9E,30,1.42825
AB,SEK,SEK ,HOK,A,1,4,1,9FR,30,1.55125
P,HOK,SEK ,HOK,H,1,4,1,9G,30,1.10325
AB,HOK,SEK ,HOK,H,1,4,1,9H,30,1.49525
P,HOK,HOK ,HOK,H,1,4,1,10A,30,1.69025
AB,HOK,HOK ,HOK,H,1,4,1,10B,30,0.91425
P,SEK,HOK ,HOK,A,1,4,1,10C,30,1.43725
AB,SEK,HOK ,HOK,A,1,4,1,10D,30,1.48225
P,SEK,SEK ,HOK,A,1,4,1,10E,30,0.38725
AB,SEK,SEK ,HOK,A,1,4,1,10F,30,1.43625
P,HOK,SEK ,HOK,H,1,4,1,10G,30,0.55925
AB,HOK,SEK ,HOK,H,1,4,1,10H,30,1.84525
P,HOK,HOK ,SEK,A,2,5,1,1A,120,0.8415
AB,HOK,HOK ,SEK,A,2,5,1,1B,120,0.6025
P,SEK,HOK ,SEK,H,2,5,1,1C,120,1.6645
AB,SEK,HOK ,SEK,H,2,5,1,1D,120,0.3795
P,SEK,SEK ,SEK,H,2,5,1,1E,120,0.4835
AB,SEK,SEK ,SEK,H,2,5,1,1F,120,1.2715
P,HOK,SEK ,SEK,A,2,5,1,1G,120,1.0105
AB,HOK,SEK ,SEK,A,2,5,1,1H,120,1.0855
P,HOK,HOK ,SEK,A,2,5,1,2A,120,0.5815
AB,HOK,HOK ,SEK,A,2,5,1,2B,120,0.8095
P,SEK,HOK ,SEK,H,2,5,1,2C,120,0.6445
AB,SEK,HOK ,SEK,H,2,5,1,2D,120,0.8465
P,SEK,SEK ,SEK,H,2,5,1,2E,120,0.7755
AB,SEK,SEK ,SEK,H,2,5,1,2F,120,1.4725
P,HOK,SEK ,SEK,A,2,5,1,2G,120,0.4105
AB,HOK,SEK ,SEK,A,2,5,1,2H,120,0.7255
P,HOK,HOK ,SEK,A,2,5,1,3A,120,0.2215
AB,HOK,HOK ,SEK,A,2,5,1,3B,120,1.0005
P,SEK,HOK ,SEK,H,2,5,1,3C,120,0.2155
AB,SEK,HOK ,SEK,H,2,5,1,3D,120,0.2625
P,SEK,SEK ,SEK,H,2,5,1,3E,120,0.3935
AB,SEK,SEK ,SEK,H,2,5,1,3F,120,0.8215
P,HOK,SEK ,SEK,A,2,5,1,3G,120,1.2845
AB,HOK,SEK ,SEK,A,2,5,1,3H,120,0.4505
P,HOK,HOK ,SEK,A,2,4,1,4A,120,0.8815
AB,HOK,HOK ,SEK,A,2,4,1,4B,120,0.2915
P,SEK,HOK ,SEK,H,2,4,1,4C,120,1.2455
AB,SEK,HOK ,SEK,H,2,4,1,4D,120,1.7945
P,SEK,SEK ,SEK,H,2,4,1,4E,120,0.3175
AB,SEK,SEK ,SEK,H,2,4,1,4F,120,0.4375
P,HOK,SEK ,SEK,A,2,4,1,4G,120,0.2915
AB,HOK,SEK ,SEK,A,2,4,1,4H,120,1.9455
P,HOK,HOK ,SEK,A,2,4,1,5A,120,0.7545
AB,HOK,HOK ,SEK,A,2,4,1,5B,120,1.5925
P,SEK,HOK ,SEK,H,2,4,1,5C,120,0.7735
AB,SEK,HOK ,SEK,H,2,4,1,5D,120,0.8045
P,SEK,SEK ,SEK,H,2,4,1,5E,120,0.5745
AB,SEK,SEK ,SEK,H,2,4,1,5F,120,1.0105
P,HOK,SEK ,SEK,A,2,4,1,5G,120,1.0515
AB,HOK,SEK ,SEK,A,2,4,1,5H,120,1.2225
P,HOK,HOK ,HOK,H,2,4,1,6A,120,1.1095
AB,HOK,HOK ,HOK,H,2,4,1,6B,120,0.3685
P,SEK,HOK ,HOK,A,2,4,1,6C,120,1.3935
AB,SEK,HOK ,HOK,A,2,4,1,6D,120,0.5065
P,SEK,SEK ,HOK,A,2,4,1,6E,120,1.2545
AB,SEK,SEK ,HOK,A,2,4,1,6F,120,1.3405
P,HOK,SEK ,HOK,H,2,4,1,6G,120,1.1385
AB,HOK,SEK ,HOK,H,2,4,1,6H,120,0.4685
P,HOK,HOK ,HOK,H,2,3,1,7A,120,0.1945
AB,HOK,HOK ,HOK,H,2,3,1,7B,120,1.3305
P,SEK,HOK ,HOK,A,2,3,1,7C,120,0.1615
AB,SEK,HOK ,HOK,A,2,3,1,7D,120,0.5265
P,SEK,SEK ,HOK,A,2,3,1,7E,120,0.1975
AB,SEK,SEK ,HOK,A,2,3,1,7F,120,0.2415
P,HOK,SEK ,HOK,H,2,3,1,7G,120,0.7625
AB,HOK,SEK ,HOK,H,2,3,1,7H,120,0.2225
P,HOK,HOK ,HOK,H,2,3,1,8A,120,0.3255
AB,HOK,HOK ,HOK,H,2,3,1,8B,120,0.6395
P,SEK,HOK ,HOK,A,2,3,1,8C,120,0.6205
AB,SEK,HOK ,HOK,A,2,3,1,8D,120,0.4335
P,SEK,SEK ,HOK,A,2,3,1,8E,120,0.5745
AB,SEK,SEK ,HOK,A,2,3,1,8F,120,0.4565
P,HOK,SEK ,HOK,H,2,3,1,8G,120,0.3605
AB,HOK,SEK ,HOK,H,2,3,1,8H,120,1.2585
P,HOK,HOK ,HOK,H,2,3,1,9A,120,1.3335
AB,HOK,HOK ,HOK,H,2,3,1,9B,120,1.6085
P,SEK,HOK ,HOK,A,2,3,1,9C,120,1.3205
AB,SEK,HOK ,HOK,A,2,3,1,9D,120,0.7235
P,SEK,SEK ,HOK,A,2,3,1,9E,120,1.1525
AB,SEK,SEK ,HOK,A,2,3,1,9F,120,0.5505
P,HOK,SEK ,HOK,H,2,3,1,9G,120,0.7715
AB,HOK,SEK ,HOK,H,2,3,1,9H,120,0.7245
P,HOK,HOK ,HOK,H,2,2,1,10A,120,0.4375
AB,HOK,HOK ,HOK,H,2,2,1,10B,120,0.3685
P,SEK,HOK ,HOK,A,2,2,1,10C,120,1.0865
AB,SEK,HOK ,HOK,A,2,2,1,10D,120,1.4735
P,SEK,SEK ,HOK,A,2,2,1,10E,120,0.4285
AB,SEK,SEK ,HOK,A,2,2,1,10F,120,1.9255
P,HOK,SEK ,HOK,H,2,2,1,10G,120,1.2755
AB,HOK,SEK ,HOK,H,2,2,1,10H,120,1.4125
P,HOK,HOK ,SEK,A,1,5,1,1A,120,0.27925
AB,HOK,HOK ,SEK,A,1,5,1,1B,120,0.16825
P,SEK,HOK ,SEK,H,1,5,1,1C,120,0.32025
AB,SEK,HOK ,SEK,H,1,5,1,1D,120,0.23425
P,SEK,SEK ,SEK,H,1,5,1,1E,120,0.17525
AB,SEK,SEK ,SEK,H,1,5,1,1F,120,0.56425
P,HOK,SEK ,SEK,A,1,5,1,1G,120,0.26325
AB,HOK,SEK ,SEK,A,1,5,1,1H,120,0.41225
P,HOK,HOK ,SEK,A,1,5,1,2A,120,0.80125
AB,HOK,HOK ,SEK,A,1,1,1,2B,120,1.34125
P,SEK,HOK ,SEK,H,1,1,1,2C,120,1.29925
AB,SEK,HOK ,SEK,H,1,1,1,2D,120,0.74825
P,SEK,SEK ,SEK,H,1,1,1,2E,120,0.45025
AB,SEK,SEK ,SEK,H,1,1,1,2F,120,1.27025
P,HOK,SEK ,SEK,A,1,1,1,2G,120,1.75125
AB,HOK,SEK ,SEK,A,1,1,1,2H,120,1.24025
P,HOK,HOK ,SEK,A,1,1,1,3A,120,0.18225
AB,HOK,HOK ,SEK,A,1,1,1,3B,120,0.53925
P,SEK,HOK ,SEK,H,1,1,1,3C,120,1.13525
AB,SEK,HOK ,SEK,H,1,1,1,3D,120,0.79125
P,SEK,SEK ,SEK,H,1,1,1,3E,120,1.38825
AB,SEK,SEK ,SEK,H,1,1,1,3F,120,0.17125
P,HOK,SEK ,SEK,A,1,1,1,3G,120,0.67825
AB,HOK,SEK ,SEK,A,1,1,1,3H,120,0.35225
P,HOK,HOK ,SEK,A,1,1,1,4A,120,0.33625
AB,HOK,HOK ,SEK,A,1,1,1,4B,120,1.24325
P,SEK,HOK ,SEK,H,1,1,1,4C,120,0.59125
AB,SEK,HOK ,SEK,H,1,1,1,4D,120,0.84025
P,SEK,SEK ,SEK,H,1,1,1,4E,120,1.26625
AB,SEK,SEK ,SEK,H,1,1,1,4F,120,1.52325
P,HOK,SEK ,SEK,A,1,1,1,4G,120,1.15825
AB,HOK,SEK ,SEK,A,1,1,1,4H,120,1.34725
P,HOK,HOK ,SEK,A,1,1,1,5A,120,1.22425
AB,HOK,HOK ,SEK,A,1,1,1,5B,120,1.24225
P,SEK,HOK ,SEK,H,1,1,1,5C,120,0.99625
AB,SEK,HOK ,SEK,H,1,1,1,5D,120,1.38125
P,SEK,SEK ,SEK,H,1,1,1,5E,120,0.47825
AB,SEK,SEK ,SEK,H,1,1,1,5F,120,1.87425
P,HOK,SEK ,SEK,A,1,1,1,5G,120,1.09625
AB,HOK,SEK ,SEK,A,1,1,1,5H,120,1.27025
P,HOK,HOK ,HOK,H,1,5,1,6A,120,0.38825
AB,HOK,HOK ,HOK,H,1,5,1,6B,120,1.77125
P,SEK,HOK ,HOK,A,1,5,1,6C,120,0.52525
AB,SEK,HOK ,HOK,A,1,5,1,6D,120,0.77425
P,SEK,SEK ,HOK,A,1,5,1,6E,120,1.00525
AB,SEK,SEK ,HOK,A,1,5,1,6F,120,0.53425
P,HOK,SEK ,HOK,H,1,5,1,6G,120,0.31025
AB,HOK,SEK ,HOK,H,1,5,1,6H,120,0.59325
P,HOK,HOK ,HOK,H,1,5,1,7A,120,0.36125
AB,HOK,HOK ,HOK,H,1,5,1,7B,120,1.59525
P,SEK,HOK ,HOK,A,1,5,1,7C,120,0.50425
AB,SEK,HOK ,HOK,A,1,5,1,7D,120,2.00725
P,SEK,SEK ,HOK,A,1,5,1,7E,120,0.34625
AB,SEK,SEK ,HOK,A,1,5,1,7F,120,0.39525
P,HOK,SEK ,HOK,H,1,5,1,7G,120,1.03925
AB,HOK,SEK ,HOK,H,1,5,1,7H,120,0.28425
P,HOK,HOK ,HOK,H,1,5,1,8A,120,0.58325
AB,HOK,HOK ,HOK,H,1,5,1,8B,120,1.42425
P,SEK,HOK ,HOK,A,1,5,1,8C,120,1.64725
AB,SEK,HOK ,HOK,A,1,5,1,8D,120,1.51625
P,SEK,SEK ,HOK,A,1,5,1,8E,120,1.65725
AB,SEK,SEK ,HOK,A,1,5,1,8F,120,0.45725
P,HOK,SEK ,HOK,H,1,5,1,8G,120,0.44425
AB,HOK,SEK ,HOK,H,1,5,1,8H,120,0.65525
P,HOK,HOK ,HOK,H,1,4,1,9A,120,0.36725
AB,HOK,HOK ,HOK,H,1,4,1,9B,120,0.36825
P,SEK,HOK ,HOK,A,1,4,1,9C,120,0.93025
AB,SEK,HOK ,HOK,A,1,4,1,9D,120,1.27725
P,SEK,SEK ,HOK,A,1,4,1,9E,120,0.41225
AB,SEK,SEK ,HOK,A,1,4,1,9FR,120,0.88525
P,HOK,SEK ,HOK,H,1,4,1,9G,120,1.23325
AB,HOK,SEK ,HOK,H,1,4,1,9H,120,1.59825
P,HOK,HOK ,HOK,H,1,4,1,10A,120,0.84325
AB,HOK,HOK ,HOK,H,1,4,1,10B,120,1.77425
P,SEK,HOK ,HOK,A,1,4,1,10C,120,1.25325
AB,SEK,HOK ,HOK,A,1,4,1,10D,120,0.94025
P,SEK,SEK ,HOK,A,1,4,1,10E,120,0.35725
AB,SEK,SEK ,HOK,A,1,4,1,10F,120,1.66525
P,HOK,SEK ,HOK,H,1,4,1,10G,120,1.10925
AB,HOK,SEK ,HOK,H,1,4,1,10H,120,1.77925
P,HOK,HOK ,SEK,A,2,5,1,1A,960,1.19975
AB,HOK,HOK ,SEK,A,2,5,1,1B,960,0.68775
P,SEK,HOK ,SEK,H,2,5,1,1C,960,2.11175
AB,SEK,HOK ,SEK,H,2,5,1,1D,960,0.42875
P,SEK,SEK ,SEK,H,2,5,1,1E,960,0.55375
AB,SEK,SEK ,SEK,H,2,5,1,1F,960,0.99775
P,HOK,SEK ,SEK,A,2,5,1,1G,960,0.81375
AB,HOK,SEK ,SEK,A,2,5,1,1H,960,1.54675
P,HOK,HOK ,SEK,A,2,5,1,2A,960,0.87475
AB,HOK,HOK ,SEK,A,2,5,1,2B,960,0.79675
P,SEK,HOK ,SEK,H,2,5,1,2C,960,0.76475
AB,SEK,HOK ,SEK,H,2,5,1,2D,960,1.14175
P,SEK,SEK ,SEK,H,2,5,1,2E,960,0.85775
AB,SEK,SEK ,SEK,H,2,5,1,2F,960,1.16775
P,HOK,SEK ,SEK,A,2,5,1,2G,960,0.50375
AB,HOK,SEK ,SEK,A,2,5,1,2H,960,0.59875
P,HOK,HOK ,SEK,A,2,5,1,3A,960,0.29875
AB,HOK,HOK ,SEK,A,2,5,1,3B,960,1.33075
P,SEK,HOK ,SEK,H,2,5,1,3C,960,0.29175
AB,SEK,HOK ,SEK,H,2,5,1,3D,960,0.31175
P,SEK,SEK ,SEK,H,2,5,1,3E,960,0.46475
AB,SEK,SEK ,SEK,H,2,5,1,3F,960,0.93675
P,HOK,SEK ,SEK,A,2,5,1,3G,960,0.97175
AB,HOK,SEK ,SEK,A,2,5,1,3H,960,0.26075
P,HOK,HOK ,SEK,A,2,4,1,4A,960,1.16775
AB,HOK,HOK ,SEK,A,2,4,1,4B,960,0.31875
P,SEK,HOK ,SEK,H,2,4,1,4C,960,1.34875
AB,SEK,HOK ,SEK,H,2,4,1,4D,960,1.89275
P,SEK,SEK ,SEK,H,2,4,1,4E,960,0.36275
AB,SEK,SEK ,SEK,H,2,4,1,4F,960,0.57775
P,HOK,SEK ,SEK,A,2,4,1,4G,960,0.34975
AB,HOK,SEK ,SEK,A,2,4,1,4H,960,1.18275
P,HOK,HOK ,SEK,A,2,4,1,5A,960,0.73375
AB,HOK,HOK ,SEK,A,2,4,1,5B,960,1.69275
P,SEK,HOK ,SEK,H,2,4,1,5C,960,1.12575
AB,SEK,HOK ,SEK,H,2,4,1,5D,960,1.06575
P,SEK,SEK ,SEK,H,2,4,1,5E,960,0.81275
AB,SEK,SEK ,SEK,H,2,4,1,5F,960,1.37275
P,HOK,SEK ,SEK,A,2,4,1,5G,960,1.01275
AB,HOK,SEK ,SEK,A,2,4,1,5H,960,1.63875
P,HOK,HOK ,HOK,H,2,4,1,6A,960,1.29175
AB,HOK,HOK ,HOK,H,2,4,1,6B,960,0.41475
P,SEK,HOK ,HOK,A,2,4,1,6C,960,1.32875
AB,SEK,HOK ,HOK,A,2,4,1,6D,960,0.57475
P,SEK,SEK ,HOK,A,2,4,1,6E,960,1.14275
AB,SEK,SEK ,HOK,A,2,4,1,6F,960,1.27775
P,HOK,SEK ,HOK,H,2,4,1,6G,960,1.30375
AB,HOK,SEK ,HOK,H,2,4,1,6H,960,0.65075
P,HOK,HOK ,HOK,H,2,3,1,7A,960,0.26875
AB,HOK,HOK ,HOK,H,2,3,1,7B,960,0.50475
P,SEK,HOK ,HOK,A,2,3,1,7C,960,0.18175
AB,SEK,HOK ,HOK,A,2,3,1,7D,960,0.64475
P,SEK,SEK ,HOK,A,2,3,1,7E,960,0.25075
AB,SEK,SEK ,HOK,A,2,3,1,7F,960,0.41675
P,HOK,SEK ,HOK,H,2,3,1,7G,960,0.75375
AB,HOK,SEK ,HOK,H,2,3,1,7H,960,0.32875
P,HOK,HOK ,HOK,H,2,3,1,8A,960,0.40375
AB,HOK,HOK ,HOK,H,2,3,1,8B,960,0.89875
P,SEK,HOK ,HOK,A,2,3,1,8C,960,0.70975
AB,SEK,HOK ,HOK,A,2,3,1,8D,960,0.51575
P,SEK,SEK ,HOK,A,2,3,1,8E,960,0.88275
AB,SEK,SEK ,HOK,A,2,3,1,8F,960,0.41175
P,HOK,SEK ,HOK,H,2,3,1,8G,960,0.61575
AB,HOK,SEK ,HOK,H,2,3,1,8H,960,0.63475
P,HOK,HOK ,HOK,H,2,3,1,9A,960,1.40375
AB,HOK,HOK ,HOK,H,2,3,1,9B,960,1.60575
P,SEK,HOK ,HOK,A,2,3,1,9C,960,1.36475
AB,SEK,HOK ,HOK,A,2,3,1,9D,960,0.68975
P,SEK,SEK ,HOK,A,2,3,1,9E,960,1.07675
AB,SEK,SEK ,HOK,A,2,3,1,9F,960,0.67375
P,HOK,SEK ,HOK,H,2,3,1,9G,960,0.76275
AB,HOK,SEK ,HOK,H,2,3,1,9H,960,0.90675
P,HOK,HOK ,HOK,H,2,2,1,10A,960,0.52375
AB,HOK,HOK ,HOK,H,2,2,1,10B,960,0.43475
P,SEK,HOK ,HOK,A,2,2,1,10C,960,0.95875
AB,SEK,HOK ,HOK,A,2,2,1,10D,960,1.54075
P,SEK,SEK ,HOK,A,2,2,1,10E,960,0.56175
AB,SEK,SEK ,HOK,A,2,2,1,10F,960,0.88475
P,HOK,SEK ,HOK,H,2,2,1,10G,960,1.55275
AB,HOK,SEK ,HOK,H,2,2,1,10H,960,1.47275
P,HOK,HOK ,SEK,A,1,5,1,1A,960,0.328
AB,HOK,HOK ,SEK,A,1,5,1,1B,960,0.2
P,SEK,HOK ,SEK,H,1,5,1,1C,960,0.373
AB,SEK,HOK ,SEK,H,1,5,1,1D,960,0.264
P,SEK,SEK ,SEK,H,1,5,1,1E,960,0.206
AB,SEK,SEK ,SEK,H,1,5,1,1F,960,0.522
P,HOK,SEK ,SEK,A,1,5,1,1G,960,0.339
AB,HOK,SEK ,SEK,A,1,5,1,1H,960,0.453
P,HOK,HOK ,SEK,A,1,5,1,2A,960,0.914
AB,HOK,HOK ,SEK,A,1,1,1,2B,960,1.333
P,SEK,HOK ,SEK,H,1,1,1,2C,960,1.389
AB,SEK,HOK ,SEK,H,1,1,1,2D,960,0.737
P,SEK,SEK ,SEK,H,1,1,1,2E,960,0.502
AB,SEK,SEK ,SEK,H,1,1,1,2F,960,1.308
P,HOK,SEK ,SEK,A,1,1,1,2G,960,1.617
