treatment,tree_id,deploy,metabolite,hfa,site_num,tree_num,decomp_day,well_id,time,od_corrected
AB,HOK,SEK ,SEK,A,1,1,1,2H,960,1.593
P,HOK,HOK ,SEK,A,1,1,1,3A,960,0.232
AB,HOK,HOK ,SEK,A,1,1,1,3B,960,0.824
P,SEK,HOK ,SEK,H,1,1,1,3C,960,1.437
AB,SEK,HOK ,SEK,H,1,1,1,3D,960,0.871
P,SEK,SEK ,SEK,H,1,1,1,3E,960,1.417
AB,SEK,SEK ,SEK,H,1,1,1,3F,960,0.21
P,HOK,SEK ,SEK,A,1,1,1,3G,960,0.463
AB,HOK,SEK ,SEK,A,1,1,1,3H,960,0.499
P,HOK,HOK ,SEK,A,1,1,1,4A,960,0.371
AB,HOK,HOK ,SEK,A,1,1,1,4B,960,1.28
P,SEK,HOK ,SEK,H,1,1,1,4C,960,0.595
AB,SEK,HOK ,SEK,H,1,1,1,4D,960,0.98
P,SEK,SEK ,SEK,H,1,1,1,4E,960,1.341
AB,SEK,SEK ,SEK,H,1,1,1,4F,960,1.177
P,HOK,SEK ,SEK,A,1,1,1,4G,960,1.854
AB,HOK,SEK ,SEK,A,1,1,1,4H,960,1.435
P,HOK,HOK ,SEK,A,1,1,1,5A,960,1.634
AB,HOK,HOK ,SEK,A,1,1,1,5B,960,1.31
P,SEK,HOK ,SEK,H,1,1,1,5C,960,1.467
AB,SEK,HOK ,SEK,H,1,1,1,5D,960,1.105
P,SEK,SEK ,SEK,H,1,1,1,5E,960,0.666
AB,SEK,SEK ,SEK,H,1,1,1,5F,960,1.902
P,HOK,SEK ,SEK,A,1,1,1,5G,960,1.071
AB,HOK,SEK ,SEK,A,1,1,1,5H,960,1.086
P,HOK,HOK ,HOK,H,1,5,1,6A,960,0.442
AB,HOK,HOK ,HOK,H,1,5,1,6B,960,1.626
P,SEK,HOK ,HOK,A,1,5,1,6C,960,0.579
AB,SEK,HOK ,HOK,A,1,5,1,6D,960,0.641
P,SEK,SEK ,HOK,A,1,5,1,6E,960,0.444
AB,SEK,SEK ,HOK,A,1,5,1,6F,960,0.704
P,HOK,SEK ,HOK,H,1,5,1,6G,960,0.393
AB,HOK,SEK ,HOK,H,1,5,1,6H,960,0.696
P,HOK,HOK ,HOK,H,1,5,1,7A,960,0.57
AB,HOK,HOK ,HOK,H,1,5,1,7B,960,0.776
P,SEK,HOK ,HOK,A,1,5,1,7C,960,0.431
AB,SEK,HOK ,HOK,A,1,5,1,7D,960,2.088
P,SEK,SEK ,HOK,A,1,5,1,7E,960,0.529
AB,SEK,SEK ,HOK,A,1,5,1,7F,960,0.372
P,HOK,SEK ,HOK,H,1,5,1,7G,960,0.354
AB,HOK,SEK ,HOK,H,1,5,1,7H,960,0.341
P,HOK,HOK ,HOK,H,1,5,1,8A,960,0.72
AB,HOK,HOK ,HOK,H,1,5,1,8B,960,1.602
P,SEK,HOK ,HOK,A,1,5,1,8C,960,0.994
AB,SEK,HOK ,HOK,A,1,5,1,8D,960,1.602
P,SEK,SEK ,HOK,A,1,5,1,8E,960,1.731
AB,SEK,SEK ,HOK,A,1,5,1,8F,960,0.524
P,HOK,SEK ,HOK,H,1,5,1,8G,960,0.454
AB,HOK,SEK ,HOK,H,1,5,1,8H,960,0.656
P,HOK,HOK ,HOK,H,1,4,1,9A,960,0.428
AB,HOK,HOK ,HOK,H,1,4,1,9B,960,0.469
P,SEK,HOK ,HOK,A,1,4,1,9C,960,1.396
AB,SEK,HOK ,HOK,A,1,4,1,9D,960,0.995
P,SEK,SEK ,HOK,A,1,4,1,9E,960,0.489
AB,SEK,SEK ,HOK,A,1,4,1,9FR,960,1.175
P,HOK,SEK ,HOK,H,1,4,1,9G,960,1.189
AB,HOK,SEK ,HOK,H,1,4,1,9H,960,1.648
P,HOK,HOK ,HOK,H,1,4,1,10A,960,1.091
AB,HOK,HOK ,HOK,H,1,4,1,10B,960,1.984
P,SEK,HOK ,HOK,A,1,4,1,10C,960,1.395
AB,SEK,HOK ,HOK,A,1,4,1,10D,960,1.178
P,SEK,SEK ,HOK,A,1,4,1,10E,960,0.502
AB,SEK,SEK ,HOK,A,1,4,1,10F,960,1.626
P,HOK,SEK ,HOK,H,1,4,1,10G,960,0.971
AB,HOK,SEK ,HOK,H,1,4,1,10H,960,1.955
P,HOK,HOK ,SEK,A,2,5,1,1A,1440,0.94625
AB,HOK,HOK ,SEK,A,2,5,1,1B,1440,0.65625
P,SEK,HOK ,SEK,H,2,5,1,1C,1440,1.83025
AB,SEK,HOK ,SEK,H,2,5,1,1D,1440,0.44925
P,SEK,SEK ,SEK,H,2,5,1,1E,1440,0.57525
AB,SEK,SEK ,SEK,H,2,5,1,1F,1440,1.13725
P,HOK,SEK ,SEK,A,2,5,1,1G,1440,1.07825
AB,HOK,SEK ,SEK,A,2,5,1,1H,1440,1.55125
P,HOK,HOK ,SEK,A,2,5,1,2A,1440,0.70525
AB,HOK,HOK ,SEK,A,2,5,1,2B,1440,1.40325
P,SEK,HOK ,SEK,H,2,5,1,2C,1440,0.51925
AB,SEK,HOK ,SEK,H,2,5,1,2D,1440,0.96825
P,SEK,SEK ,SEK,H,2,5,1,2E,1440,1.01125
AB,SEK,SEK ,SEK,H,2,5,1,2F,1440,1.75225
P,HOK,SEK ,SEK,A,2,5,1,2G,1440,0.53525
AB,HOK,SEK ,SEK,A,2,5,1,2H,1440,0.93725
P,HOK,HOK ,SEK,A,2,5,1,3A,1440,0.33525
AB,HOK,HOK ,SEK,A,2,5,1,3B,1440,0.98925
P,SEK,HOK ,SEK,H,2,5,1,3C,1440,0.30025
AB,SEK,HOK ,SEK,H,2,5,1,3D,1440,0.33825
P,SEK,SEK ,SEK,H,2,5,1,3E,1440,0.59125
AB,SEK,SEK ,SEK,H,2,5,1,3F,1440,0.71725
P,HOK,SEK ,SEK,A,2,5,1,3G,1440,1.13125
AB,HOK,SEK ,SEK,A,2,5,1,3H,1440,0.32325
P,HOK,HOK ,SEK,A,2,4,1,4A,1440,1.25325
AB,HOK,HOK ,SEK,A,2,4,1,4B,1440,0.35325
P,SEK,HOK ,SEK,H,2,4,1,4C,1440,1.25425
AB,SEK,HOK ,SEK,H,2,4,1,4D,1440,1.86025
P,SEK,SEK ,SEK,H,2,4,1,4E,1440,0.38125
AB,SEK,SEK ,SEK,H,2,4,1,4F,1440,0.44525
P,HOK,SEK ,SEK,A,2,4,1,4G,1440,0.38525
AB,HOK,SEK ,SEK,A,2,4,1,4H,1440,1.48925
P,HOK,HOK ,SEK,A,2,4,1,5A,1440,0.93225
AB,HOK,HOK ,SEK,A,2,4,1,5B,1440,1.65125
P,SEK,HOK ,SEK,H,2,4,1,5C,1440,1.25625
AB,SEK,HOK ,SEK,H,2,4,1,5D,1440,0.84625
P,SEK,SEK ,SEK,H,2,4,1,5E,1440,0.86525
AB,SEK,SEK ,SEK,H,2,4,1,5F,1440,1.08825
P,HOK,SEK ,SEK,A,2,4,1,5G,1440,1.25425
AB,HOK,SEK ,SEK,A,2,4,1,5H,1440,1.03025
P,HOK,HOK ,HOK,H,2,4,1,6A,1440,1.10725
AB,HOK,HOK ,HOK,H,2,4,1,6B,1440,0.44325
P,SEK,HOK ,HOK,A,2,4,1,6C,1440,1.52225
AB,SEK,HOK ,HOK,A,2,4,1,6D,1440,0.61825
P,SEK,SEK ,HOK,A,2,4,1,6E,1440,1.10325
AB,SEK,SEK ,HOK,A,2,4,1,6F,1440,1.45825
P,HOK,SEK ,HOK,H,2,4,1,6G,1440,1.52925
AB,HOK,SEK ,HOK,H,2,4,1,6H,1440,0.53225
P,HOK,HOK ,HOK,H,2,3,1,7A,1440,0.23725
AB,HOK,HOK ,HOK,H,2,3,1,7B,1440,0.76625
P,SEK,HOK ,HOK,A,2,3,1,7C,1440,0.20925
AB,SEK,HOK ,HOK,A,2,3,1,7D,1440,0.26025
P,SEK,SEK ,HOK,A,2,3,1,7E,1440,0.28325
AB,SEK,SEK ,HOK,A,2,3,1,7F,1440,0.33525
P,HOK,SEK ,HOK,H,2,3,1,7G,1440,1.08425
AB,HOK,SEK ,HOK,H,2,3,1,7H,1440,0.32225
P,HOK,HOK ,HOK,H,2,3,1,8A,1440,0.43725
AB,HOK,HOK ,HOK,H,2,3,1,8B,1440,1.02725
P,SEK,HOK ,HOK,A,2,3,1,8C,1440,0.73725
AB,SEK,HOK ,HOK,A,2,3,1,8D,1440,0.50325
P,SEK,SEK ,HOK,A,2,3,1,8E,1440,0.86425
AB,SEK,SEK ,HOK,A,2,3,1,8F,1440,0.50725
P,HOK,SEK ,HOK,H,2,3,1,8G,1440,0.45525
AB,HOK,SEK ,HOK,H,2,3,1,8H,1440,1.17425
P,HOK,HOK ,HOK,H,2,3,1,9A,1440,1.71725
AB,HOK,HOK ,HOK,H,2,3,1,9B,1440,1.55725
P,SEK,HOK ,HOK,A,2,3,1,9C,1440,1.20225
AB,SEK,HOK ,HOK,A,2,3,1,9D,1440,0.70625
P,SEK,SEK ,HOK,A,2,3,1,9E,1440,1.47425
AB,SEK,SEK ,HOK,A,2,3,1,9F,1440,0.65525
P,HOK,SEK ,HOK,H,2,3,1,9G,1440,0.79325
AB,HOK,SEK ,HOK,H,2,3,1,9H,1440,1.02025
P,HOK,HOK ,HOK,H,2,2,1,10A,1440,0.56325
AB,HOK,HOK ,HOK,H,2,2,1,10B,1440,0.42425
P,SEK,HOK ,HOK,A,2,2,1,10C,1440,0.90725
AB,SEK,HOK ,HOK,A,2,2,1,10D,1440,1.35125
P,SEK,SEK ,HOK,A,2,2,1,10E,1440,0.59925
AB,SEK,SEK ,HOK,A,2,2,1,10F,1440,0.73425
P,HOK,SEK ,HOK,H,2,2,1,10G,1440,1.14125
AB,HOK,SEK ,HOK,H,2,2,1,10H,1440,1.15225
P,HOK,HOK ,SEK,A,1,5,1,1A,1440,0.352
AB,HOK,HOK ,SEK,A,1,5,1,1B,1440,0.216
P,SEK,HOK ,SEK,H,1,5,1,1C,1440,0.38
AB,SEK,HOK ,SEK,H,1,5,1,1D,1440,0.279
P,SEK,SEK ,SEK,H,1,5,1,1E,1440,0.219
AB,SEK,SEK ,SEK,H,1,5,1,1F,1440,1.053
P,HOK,SEK ,SEK,A,1,5,1,1G,1440,0.366
AB,HOK,SEK ,SEK,A,1,5,1,1H,1440,0.464
P,HOK,HOK ,SEK,A,1,5,1,2A,1440,0.912
AB,HOK,HOK ,SEK,A,1,1,1,2B,1440,1.044
P,SEK,HOK ,SEK,H,1,1,1,2C,1440,1.431
AB,SEK,HOK ,SEK,H,1,1,1,2D,1440,0.764
P,SEK,SEK ,SEK,H,1,1,1,2E,1440,0.525
AB,SEK,SEK ,SEK,H,1,1,1,2F,1440,1.456
P,HOK,SEK ,SEK,A,1,1,1,2G,1440,0.664
AB,HOK,SEK ,SEK,A,1,1,1,2H,1440,1.284
P,HOK,HOK ,SEK,A,1,1,1,3A,1440,0.26
AB,HOK,HOK ,SEK,A,1,1,1,3B,1440,1.112
P,SEK,HOK ,SEK,H,1,1,1,3C,1440,0.861
AB,SEK,HOK ,SEK,H,1,1,1,3D,1440,0.767
P,SEK,SEK ,SEK,H,1,1,1,3E,1440,1.315
AB,SEK,SEK ,SEK,H,1,1,1,3F,1440,0.183
P,HOK,SEK ,SEK,A,1,1,1,3G,1440,0.673
AB,HOK,SEK ,SEK,A,1,1,1,3H,1440,0.463
P,HOK,HOK ,SEK,A,1,1,1,4A,1440,0.384
AB,HOK,HOK ,SEK,A,1,1,1,4B,1440,1.517
P,SEK,HOK ,SEK,H,1,1,1,4C,1440,0.487
AB,SEK,HOK ,SEK,H,1,1,1,4D,1440,0.826
P,SEK,SEK ,SEK,H,1,1,1,4E,1440,1.286
AB,SEK,SEK ,SEK,H,1,1,1,4F,1440,1.544
P,HOK,SEK ,SEK,A,1,1,1,4G,1440,2.007
AB,HOK,SEK ,SEK,A,1,1,1,4H,1440,1.393
P,HOK,HOK ,SEK,A,1,1,1,5A,1440,0.525
AB,HOK,HOK ,SEK,A,1,1,1,5B,1440,1.301
P,SEK,HOK ,SEK,H,1,1,1,5C,1440,1.321
AB,SEK,HOK ,SEK,H,1,1,1,5D,1440,1.004
P,SEK,SEK ,SEK,H,1,1,1,5E,1440,0.621
AB,SEK,SEK ,SEK,H,1,1,1,5F,1440,1.76
P,HOK,SEK ,SEK,A,1,1,1,5G,1440,1.12
AB,HOK,SEK ,SEK,A,1,1,1,5H,1440,1.359
P,HOK,HOK ,HOK,H,1,5,1,6A,1440,0.447
AB,HOK,HOK ,HOK,H,1,5,1,6B,1440,1.537
P,SEK,HOK ,HOK,A,1,5,1,6C,1440,0.627
AB,SEK,HOK ,HOK,A,1,5,1,6D,1440,0.647
P,SEK,SEK ,HOK,A,1,5,1,6E,1440,0.448
AB,SEK,SEK ,HOK,A,1,5,1,6F,1440,0.749
P,HOK,SEK ,HOK,H,1,5,1,6G,1440,0.432
AB,HOK,SEK ,HOK,H,1,5,1,6H,1440,0.714
P,HOK,HOK ,HOK,H,1,5,1,7A,1440,0.554
AB,HOK,HOK ,HOK,H,1,5,1,7B,1440,0.961
P,SEK,HOK ,HOK,A,1,5,1,7C,1440,0.432
AB,SEK,HOK ,HOK,A,1,5,1,7D,1440,2.254
P,SEK,SEK ,HOK,A,1,5,1,7E,1440,0.542
AB,SEK,SEK ,HOK,A,1,5,1,7F,1440,0.374
P,HOK,SEK ,HOK,H,1,5,1,7G,1440,0.516
AB,HOK,SEK ,HOK,H,1,5,1,7H,1440,0.375
P,HOK,HOK ,HOK,H,1,5,1,8A,1440,0.678
AB,HOK,HOK ,HOK,H,1,5,1,8B,1440,1.445
P,SEK,HOK ,HOK,A,1,5,1,8C,1440,0.829
AB,SEK,HOK ,HOK,A,1,5,1,8D,1440,1.622
P,SEK,SEK ,HOK,A,1,5,1,8E,1440,1.594
AB,SEK,SEK ,HOK,A,1,5,1,8F,1440,0.521
P,HOK,SEK ,HOK,H,1,5,1,8G,1440,0.438
AB,HOK,SEK ,HOK,H,1,5,1,8H,1440,0.757
P,HOK,HOK ,HOK,H,1,4,1,9A,1440,0.446
AB,HOK,HOK ,HOK,H,1,4,1,9B,1440,0.492
P,SEK,HOK ,HOK,A,1,4,1,9C,1440,1.148
AB,SEK,HOK ,HOK,A,1,4,1,9D,1440,1.216
P,SEK,SEK ,HOK,A,1,4,1,9E,1440,0.52
AB,SEK,SEK ,HOK,A,1,4,1,9FR,1440,0.813
P,HOK,SEK ,HOK,H,1,4,1,9G,1440,1.279
AB,HOK,SEK ,HOK,H,1,4,1,9H,1440,1.666
P,HOK,HOK ,HOK,H,1,4,1,10A,1440,1.588
AB,HOK,HOK ,HOK,H,1,4,1,10B,1440,1.912
P,SEK,HOK ,HOK,A,1,4,1,10C,1440,1.339
AB,SEK,HOK ,HOK,A,1,4,1,10D,1440,1.006
P,SEK,SEK ,HOK,A,1,4,1,10E,1440,0.427
AB,SEK,SEK ,HOK,A,1,4,1,10F,1440,1.684
P,HOK,SEK ,HOK,H,1,4,1,10G,1440,1.225
AB,HOK,SEK ,HOK,H,1,4,1,10H,1440,1.828
P,HOK,HOK ,SEK,A,2,5,1,1A,2880,1.12625
AB,HOK,HOK ,SEK,A,2,5,1,1B,2880,0.84925
P,SEK,HOK ,SEK,H,2,5,1,1C,2880,1.80425
AB,SEK,HOK ,SEK,H,2,5,1,1D,2880,0.50525
P,SEK,SEK ,SEK,H,2,5,1,1E,2880,0.76825
AB,SEK,SEK ,SEK,H,2,5,1,1F,2880,1.81425
P,HOK,SEK ,SEK,A,2,5,1,1G,2880,1.13525
AB,HOK,SEK ,SEK,A,2,5,1,1H,2880,0.37125
P,HOK,HOK ,SEK,A,2,5,1,2A,2880,0.89325
AB,HOK,HOK ,SEK,A,2,5,1,2B,2880,1.77025
P,SEK,HOK ,SEK,H,2,5,1,2C,2880,0.57125
AB,SEK,HOK ,SEK,H,2,5,1,2D,2880,1.09125
P,SEK,SEK ,SEK,H,2,5,1,2E,2880,1.09625
AB,SEK,SEK ,SEK,H,2,5,1,2F,2880,1.80425
P,HOK,SEK ,SEK,A,2,5,1,2G,2880,0.61325
AB,HOK,SEK ,SEK,A,2,5,1,2H,2880,1.41025
P,HOK,HOK ,SEK,A,2,5,1,3A,2880,0.39525
AB,HOK,HOK ,SEK,A,2,5,1,3B,2880,1.32425
P,SEK,HOK ,SEK,H,2,5,1,3C,2880,0.35025
AB,SEK,HOK ,SEK,H,2,5,1,3D,2880,0.37525
P,SEK,SEK ,SEK,H,2,5,1,3E,2880,0.64625
AB,SEK,SEK ,SEK,H,2,5,1,3F,2880,1.23525
P,HOK,SEK ,SEK,A,2,5,1,3G,2880,1.61125
AB,HOK,SEK ,SEK,A,2,5,1,3H,2880,0.51525
P,HOK,HOK ,SEK,A,2,4,1,4A,2880,1.37825
AB,HOK,HOK ,SEK,A,2,4,1,4B,2880,0.37425
P,SEK,HOK ,SEK,H,2,4,1,4C,2880,1.65525
AB,SEK,HOK ,SEK,H,2,4,1,4D,2880,1.75325
P,SEK,SEK ,SEK,H,2,4,1,4E,2880,0.39925
AB,SEK,SEK ,SEK,H,2,4,1,4F,2880,0.36425
P,HOK,SEK ,SEK,A,2,4,1,4G,2880,0.42025
AB,HOK,SEK ,SEK,A,2,4,1,4H,2880,0.60125
P,HOK,HOK ,SEK,A,2,4,1,5A,2880,0.95625
AB,HOK,HOK ,SEK,A,2,4,1,5B,2880,1.77325
P,SEK,HOK ,SEK,H,2,4,1,5C,2880,1.03025
AB,SEK,HOK ,SEK,H,2,4,1,5D,2880,1.01725
P,SEK,SEK ,SEK,H,2,4,1,5E,2880,1.10825
AB,SEK,SEK ,SEK,H,2,4,1,5F,2880,0.89925
P,HOK,SEK ,SEK,A,2,4,1,5G,2880,1.58125
AB,HOK,SEK ,SEK,A,2,4,1,5H,2880,0.86225
P,HOK,HOK ,HOK,H,2,4,1,6A,2880,1.68725
AB,HOK,HOK ,HOK,H,2,4,1,6B,2880,0.47025
P,SEK,HOK ,HOK,A,2,4,1,6C,2880,1.40925
AB,SEK,HOK ,HOK,A,2,4,1,6D,2880,0.64425
P,SEK,SEK ,HOK,A,2,4,1,6E,2880,1.21825
AB,SEK,SEK ,HOK,A,2,4,1,6F,2880,1.31225
P,HOK,SEK ,HOK,H,2,4,1,6G,2880,1.60525
AB,HOK,SEK ,HOK,H,2,4,1,6H,2880,0.56725
P,HOK,HOK ,HOK,H,2,3,1,7A,2880,0.24825
AB,HOK,HOK ,HOK,H,2,3,1,7B,2880,1.13425
P,SEK,HOK ,HOK,A,2,3,1,7C,2880,0.23825
AB,SEK,HOK ,HOK,A,2,3,1,7D,2880,0.28825
P,SEK,SEK ,HOK,A,2,3,1,7E,2880,0.31625
AB,SEK,SEK ,HOK,A,2,3,1,7F,2880,0.36925
P,HOK,SEK ,HOK,H,2,3,1,7G,2880,0.96025
AB,HOK,SEK ,HOK,H,2,3,1,7H,2880,0.30725
P,HOK,HOK ,HOK,H,2,3,1,8A,2880,0.51325
AB,HOK,HOK ,HOK,H,2,3,1,8B,2880,0.91825
P,SEK,HOK ,HOK,A,2,3,1,8C,2880,0.87325
AB,SEK,HOK ,HOK,A,2,3,1,8D,2880,0.30825
P,SEK,SEK ,HOK,A,2,3,1,8E,2880,0.66825
AB,SEK,SEK ,HOK,A,2,3,1,8F,2880,0.56925
P,HOK,SEK ,HOK,H,2,3,1,8G,2880,0.49825
AB,HOK,SEK ,HOK,H,2,3,1,8H,2880,1.25325
P,HOK,HOK ,HOK,H,2,3,1,9A,2880,0.68825
AB,HOK,HOK ,HOK,H,2,3,1,9B,2880,1.88725
P,SEK,HOK ,HOK,A,2,3,1,9C,2880,1.68125
AB,SEK,HOK ,HOK,A,2,3,1,9D,2880,0.91025
P,SEK,SEK ,HOK,A,2,3,1,9E,2880,1.19525
AB,SEK,SEK ,HOK,A,2,3,1,9F,2880,0.67625
P,HOK,SEK ,HOK,H,2,3,1,9G,2880,0.84625
AB,HOK,SEK ,HOK,H,2,3,1,9H,2880,1.04625
P,HOK,HOK ,HOK,H,2,2,1,10A,2880,0.63825
AB,HOK,HOK ,HOK,H,2,2,1,10B,2880,0.46925
P,SEK,HOK ,HOK,A,2,2,1,10C,2880,1.07925
AB,SEK,HOK ,HOK,A,2,2,1,10D,2880,1.47325
P,SEK,SEK ,HOK,A,2,2,1,10E,2880,0.65725
AB,SEK,SEK ,HOK,A,2,2,1,10F,2880,0.87925
P,HOK,SEK ,HOK,H,2,2,1,10G,2880,1.78625
AB,HOK,SEK ,HOK,H,2,2,1,10H,2880,1.50325
P,HOK,HOK ,SEK,A,1,5,1,1A,2880,
AB,HOK,HOK ,SEK,A,1,5,1,1B,2880,
P,SEK,HOK ,SEK,H,1,5,1,1C,2880,
AB,SEK,HOK ,SEK,H,1,5,1,1D,2880,
P,SEK,SEK ,SEK,H,1,5,1,1E,2880,
AB,SEK,SEK ,SEK,H,1,5,1,1F,2880,
P,HOK,SEK ,SEK,A,1,5,1,1G,2880,
AB,HOK,SEK ,SEK,A,1,5,1,1H,2880,
P,HOK,HOK ,SEK,A,1,5,1,2A,2880,
AB,HOK,HOK ,SEK,A,1,1,1,2B,2880,
P,SEK,HOK ,SEK,H,1,1,1,2C,2880,
AB,SEK,HOK ,SEK,H,1,1,1,2D,2880,
P,SEK,SEK ,SEK,H,1,1,1,2E,2880,
AB,SEK,SEK ,SEK,H,1,1,1,2F,2880,
P,HOK,SEK ,SEK,A,1,1,1,2G,2880,
AB,HOK,SEK ,SEK,A,1,1,1,2H,2880,
P,HOK,HOK ,SEK,A,1,1,1,3A,2880,
AB,HOK,HOK ,SEK,A,1,1,1,3B,2880,
P,SEK,HOK ,SEK,H,1,1,1,3C,2880,
AB,SEK,HOK ,SEK,H,1,1,1,3D,2880,
P,SEK,SEK ,SEK,H,1,1,1,3E,2880,
AB,SEK,SEK ,SEK,H,1,1,1,3F,2880,
P,HOK,SEK ,SEK,A,1,1,1,3G,2880,
AB,HOK,SEK ,SEK,A,1,1,1,3H,2880,
P,HOK,HOK ,SEK,A,1,1,1,4A,2880,
AB,HOK,HOK ,SEK,A,1,1,1,4B,2880,
P,SEK,HOK ,SEK,H,1,1,1,4C,2880,
AB,SEK,HOK ,SEK,H,1,1,1,4D,2880,
P,SEK,SEK ,SEK,H,1,1,1,4E,2880,
AB,SEK,SEK ,SEK,H,1,1,1,4F,2880,
P,HOK,SEK ,SEK,A,1,1,1,4G,2880,
AB,HOK,SEK ,SEK,A,1,1,1,4H,2880,
P,HOK,HOK ,SEK,A,1,1,1,5A,2880,
AB,HOK,HOK ,SEK,A,1,1,1,5B,2880,
P,SEK,HOK ,SEK,H,1,1,1,5C,2880,
AB,SEK,HOK ,SEK,H,1,1,1,5D,2880,
P,SEK,SEK ,SEK,H,1,1,1,5E,2880,
AB,SEK,SEK ,SEK,H,1,1,1,5F,2880,
P,HOK,SEK ,SEK,A,1,1,1,5G,2880,
AB,HOK,SEK ,SEK,A,1,1,1,5H,2880,
P,HOK,HOK ,HOK,H,1,5,1,6A,2880,
AB,HOK,HOK ,HOK,H,1,5,1,6B,2880,
P,SEK,HOK ,HOK,A,1,5,1,6C,2880,
AB,SEK,HOK ,HOK,A,1,5,1,6D,2880,
P,SEK,SEK ,HOK,A,1,5,1,6E,2880,
AB,SEK,SEK ,HOK,A,1,5,1,6F,2880,
P,HOK,SEK ,HOK,H,1,5,1,6G,2880,
AB,HOK,SEK ,HOK,H,1,5,1,6H,2880,
P,HOK,HOK ,HOK,H,1,5,1,7A,2880,
AB,HOK,HOK ,HOK,H,1,5,1,7B,2880,
P,SEK,HOK ,HOK,A,1,5,1,7C,2880,
AB,SEK,HOK ,HOK,A,1,5,1,7D,2880,
P,SEK,SEK ,HOK,A,1,5,1,7E,2880,
AB,SEK,SEK ,HOK,A,1,5,1,7F,2880,
P,HOK,SEK ,HOK,H,1,5,1,7G,2880,
AB,HOK,SEK ,HOK,H,1,5,1,7H,2880,
P,HOK,HOK ,HOK,H,1,5,1,8A,2880,
AB,HOK,HOK ,HOK,H,1,5,1,8B,2880,
P,SEK,HOK ,HOK,A,1,5,1,8C,2880,
AB,SEK,HOK ,HOK,A,1,5,1,8D,2880,
P,SEK,SEK ,HOK,A,1,5,1,8E,2880,
AB,SEK,SEK ,HOK,A,1,5,1,8F,2880,
P,HOK,SEK ,HOK,H,1,5,1,8G,2880,
AB,HOK,SEK ,HOK,H,1,5,1,8H,2880,
P,HOK,HOK ,HOK,H,1,4,1,9A,2880,
AB,HOK,HOK ,HOK,H,1,4,1,9B,2880,
P,SEK,HOK ,HOK,A,1,4,1,9C,2880,
AB,SEK,HOK ,HOK,A,1,4,1,9D,2880,
P,SEK,SEK ,HOK,A,1,4,1,9E,2880,
AB,SEK,SEK ,HOK,A,1,4,1,9FR,2880,
P,HOK,SEK ,HOK,H,1,4,1,9G,2880,
AB,HOK,SEK ,HOK,H,1,4,1,9H,2880,
P,HOK,HOK ,HOK,H,1,4,1,10A,2880,
AB,HOK,HOK ,HOK,H,1,4,1,10B,2880,
P,SEK,HOK ,HOK,A,1,4,1,10C,2880,
AB,SEK,HOK ,HOK,A,1,4,1,10D,2880,
P,SEK,SEK ,HOK,A,1,4,1,10E,2880,
AB,SEK,SEK ,HOK,A,1,4,1,10F,2880,
P,HOK,SEK ,HOK,H,1,4,1,10G,2880,
AB,HOK,SEK ,HOK,H,1,4,1,10H,2880,
P,HOK,HOK ,SEK,A,2,5,1,1A,4320,1.61875
AB,HOK,HOK ,SEK,A,2,5,1,1B,4320,1.58875
P,SEK,HOK ,SEK,H,2,5,1,1C,4320,2.27175
AB,SEK,HOK ,SEK,H,2,5,1,1D,4320,1.43675
P,SEK,SEK ,SEK,H,2,5,1,1E,4320,1.76875
AB,SEK,SEK ,SEK,H,2,5,1,1F,4320,2.29675
P,HOK,SEK ,SEK,A,2,5,1,1G,4320,2.07875
AB,HOK,SEK ,SEK,A,2,5,1,1H,4320,1.39675
P,HOK,HOK ,SEK,A,2,5,1,2A,4320,1.60775
AB,HOK,HOK ,SEK,A,2,5,1,2B,4320,1.93075
P,SEK,HOK ,SEK,H,2,5,1,2C,4320,1.55075
AB,SEK,HOK ,SEK,H,2,5,1,2D,4320,1.62875
P,SEK,SEK ,SEK,H,2,5,1,2E,4320,1.66475
AB,SEK,SEK ,SEK,H,2,5,1,2F,4320,2.07675
P,HOK,SEK ,SEK,A,2,5,1,2G,4320,1.39775
AB,HOK,SEK ,SEK,A,2,5,1,2H,4320,1.93075
P,HOK,HOK ,SEK,A,2,5,1,3A,4320,0.99175
AB,HOK,HOK ,SEK,A,2,5,1,3B,4320,1.20775
P,SEK,HOK ,SEK,H,2,5,1,3C,4320,1.09775
AB,SEK,HOK ,SEK,H,2,5,1,3D,4320,1.20675
P,SEK,SEK ,SEK,H,2,5,1,3E,4320,1.27675
AB,SEK,SEK ,SEK,H,2,5,1,3F,4320,1.36175
P,HOK,SEK ,SEK,A,2,5,1,3G,4320,1.91775
AB,HOK,SEK ,SEK,A,2,5,1,3H,4320,1.39475
P,HOK,HOK ,SEK,A,2,4,1,4A,4320,1.80375
AB,HOK,HOK ,SEK,A,2,4,1,4B,4320,1.10575
P,SEK,HOK ,SEK,H,2,4,1,4C,4320,2.00975
AB,SEK,HOK ,SEK,H,2,4,1,4D,4320,2.15675
P,SEK,SEK ,SEK,H,2,4,1,4E,4320,1.25175
AB,SEK,SEK ,SEK,H,2,4,1,4F,4320,0.89575
P,HOK,SEK ,SEK,A,2,4,1,4G,4320,1.22075
AB,HOK,SEK ,SEK,A,2,4,1,4H,4320,1.71175
P,HOK,HOK ,SEK,A,2,4,1,5A,4320,2.06475
AB,HOK,HOK ,SEK,A,2,4,1,5B,4320,2.40375
